5.248241822459333988e-03,1.944053715972440910e-06,2.352380997188209571e-06,1.939585864508354444e-06,1.548333894152160300e-02,2.371428616598640439e-06,1.954751207830872023e-06,9.999999680035773775e-01,0.000000000000000000e+00
1.889348164492873905e-02,8.887466444053133813e-07,8.095238249433110135e-07,8.867928579862717727e-07,1.548333894152160300e-02,8.095238249433110135e-07,9.059652639546939857e-07,5.206774800923059665e-01,0.000000000000000000e+00
1.889348164492873905e-02,5.220593102760585619e-07,4.571428658503403389e-07,5.192477705354761286e-07,1.548333894152160300e-02,4.571428658503403389e-07,5.384582117553552239e-07,2.094449823754105933e-01,0.000000000000000000e+00
1.889348164492873905e-02,9.441508712964072986e-07,7.904762055328801462e-07,9.449914522318919649e-07,1.548333894152160300e-02,7.904762055328801462e-07,9.641596317267871018e-07,2.094449823754105933e-01,0.000000000000000000e+00
1.889348164492873905e-02,1.062472001343614972e-06,8.000000152380955798e-07,1.061347795650817718e-06,1.548333894152160300e-02,8.000000152380955798e-07,1.080503296847218619e-06,9.999999680035773775e-01,0.000000000000000000e+00
1.889348164492873905e-02,2.577856550479196246e-06,2.333333377777778704e-06,2.573388710773669858e-06,1.548333894152160300e-02,2.333333377777778704e-06,2.589652633463869097e-06,5.206774800923059665e-01,0.000000000000000000e+00
1.889348164492873905e-02,8.915635458920100453e-07,8.000000152380955798e-07,8.903886328007503606e-07,1.548333894152160300e-02,8.000000152380955798e-07,9.095624471506356866e-07,2.094449503789880263e-01,0.000000000000000000e+00
1.889348164492873905e-02,1.008946647744147778e-06,8.000000152380955798e-07,1.009291455210893036e-06,1.548333894152160300e-02,8.000000152380955798e-07,1.028452591213221754e-06,9.999999680035773775e-01,0.000000000000000000e+00
1.889348164492873905e-02,6.013931152966407692e-07,4.380952464399094716e-07,5.954252388534892602e-07,1.548333894152160300e-02,4.380952464399094716e-07,6.146272279012190128e-07,2.094449823754105933e-01,0.000000000000000000e+00
3.358374139173102291e-02,1.917098644801166284e-08,1.904761941043084745e-08,1.824915577505570708e-08,4.707560627674751280e-02,9.523809705215423727e-09,5.226366338623887700e-09,9.999999680035773775e-01,0.000000000000000000e+00
1.889348164492873905e-02,5.375367754947135456e-07,4.380952464399094716e-07,5.329069260978785133e-07,1.548333894152160300e-02,4.380952464399094716e-07,5.521145501531048314e-07,2.094449503789880263e-01,0.000000000000000000e+00
1.889348164492873905e-02,5.704043820414905188e-07,4.476190561451249053e-07,5.640463641602781855e-07,1.548333894152160300e-02,4.476190561451249053e-07,5.832525791648052118e-07,2.094449503789880263e-01,0.000000000000000000e+00
1.889348164492873905e-02,2.718701624814030718e-06,2.333333377777778704e-06,2.714233787721517963e-06,1.548333894152160300e-02,2.333333377777778704e-06,2.737430102251892320e-06,2.094449823754105933e-01,0.000000000000000000e+00
1.914851814348542819e-02,7.256929779042879089e-08,6.666666793650795616e-08,6.816605949614251320e-08,1.573926189923270658e-02,5.714285823129254236e-08,8.650157980577492273e-08,1.000000000000000000e+00,0.000000000000000000e+00
1.889348164492873905e-02,1.972222730839407974e-06,2.333333377777778704e-06,1.967754879897923896e-06,1.548333894152160300e-02,2.333333377777778704e-06,1.983672335374125851e-06,1.000000000000000000e+00,0.000000000000000000e+00
1.889348164492873905e-02,8.868677711136867644e-07,8.000000152380955798e-07,8.862928579631068663e-07,1.548333894152160300e-02,8.000000152380955798e-07,9.054666723919046404e-07,5.206774800923059665e-01,0.000000000000000000e+00
1.889348164492873905e-02,8.281690093115020579e-01,9.809523805895692394e-01,8.281690061236254286e-01,1.548333894152160300e-02,9.809523805895692394e-01,8.281690094342570863e-01,9.999999680035773775e-01,0.000000000000000000e+00
