index,DiagonalNonZeros,AbsoluteTrace,OneNorm,Trace,Dimension,SymmeticInfinityNorm,DiagonalMean,solver,label,time
2902,20002.0,401373.0,48.0,411274.0,20002.0,48.0,20.5616,75830647.0,0.0,0.0003221
2903,20002.0,402707.0,49.0,412232.0,20002.0,49.0,20.6095,26415434.0,0.0,0.00029898
2904,20002.0,402707.0,49.0,412232.0,20002.0,49.0,20.6095,26415432.0,0.0,0.00030613
2905,20002.0,402707.0,49.0,412232.0,20002.0,49.0,20.6095,45869640.0,0.0,0.00027204
2906,20002.0,402707.0,49.0,412232.0,20002.0,49.0,20.6095,75830645.0,0.0,0.00032401
2907,20002.0,402707.0,49.0,412232.0,20002.0,49.0,20.6095,75830647.0,0.0,0.00032115
2908,20002.0,402040.0,49.0,411213.0,20002.0,49.0,20.5586,26415432.0,0.0,0.00021005
2909,20002.0,402040.0,49.0,411213.0,20002.0,49.0,20.5586,45869640.0,0.0,0.00026584
2910,20002.0,402040.0,49.0,411233.0,20002.0,49.0,20.5596,26415434.0,0.0,0.00029206
2911,20002.0,402040.0,49.0,411233.0,20002.0,49.0,20.5596,26415432.0,0.0,0.00029302
2912,20002.0,402040.0,49.0,411233.0,20002.0,49.0,20.5596,45869640.0,0.0,0.00026608
2913,20002.0,402040.0,49.0,411233.0,20002.0,49.0,20.5596,75830645.0,0.0,0.000314
2914,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,26415434.0,0.0,0.00029898
2915,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,45869640.0,0.0,0.00026417
2916,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,75830645.0,0.0,0.00031304
2917,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,75830647.0,0.0,0.0003221
2918,20002.0,401373.0,48.0,411258.0,20002.0,48.0,20.5608,26415434.0,0.0,0.00030088
2919,20002.0,401373.0,48.0,411258.0,20002.0,48.0,20.5608,26415432.0,0.0,0.00029993
2920,20002.0,401373.0,48.0,411258.0,20002.0,48.0,20.5608,45869640.0,0.0,0.00026703
2921,20002.0,401373.0,48.0,411258.0,20002.0,48.0,20.5608,75830647.0,0.0,0.00032496
2922,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,26415434.0,0.0,0.00029802
2923,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,26415432.0,0.0,0.00029707
2924,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,45869640.0,0.0,0.00027394
2925,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,75830645.0,0.0,0.0003159
2926,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,75830647.0,0.0,0.00032401
2927,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,26415432.0,0.0,0.00030708
2928,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,45869640.0,0.0,0.00026917
2929,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,75830645.0,0.0,0.00029707
2930,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,75830647.0,0.0,0.00032115
2931,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,26415434.0,0.0,0.00029588
2932,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,26415432.0,0.0,0.00031114
2933,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,75830645.0,0.0,0.00031686
2934,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,75830647.0,0.0,0.0003171
2935,20002.0,404040.0,48.0,413688.0,20002.0,48.0,20.6823,26415434.0,0.0,0.00029397
2936,20002.0,404040.0,48.0,413688.0,20002.0,48.0,20.6823,26415432.0,0.0,0.00029397
2937,20002.0,404040.0,48.0,413688.0,20002.0,48.0,20.6823,45869640.0,0.0,0.00026703
2938,20002.0,404040.0,48.0,413688.0,20002.0,48.0,20.6823,75830645.0,0.0,0.00031495
2939,20002.0,404040.0,48.0,413688.0,20002.0,48.0,20.6823,75830647.0,0.0,0.000314
2940,20002.0,402707.0,50.0,412699.0,20002.0,50.0,20.6329,26415434.0,0.0,0.00029802
2941,20002.0,402707.0,50.0,412699.0,20002.0,50.0,20.6329,45869640.0,0.0,0.00026417
2942,20002.0,402707.0,50.0,412699.0,20002.0,50.0,20.6329,75830645.0,0.0,0.00032496
2943,20002.0,402707.0,50.0,412699.0,20002.0,50.0,20.6329,75830647.0,0.0,0.0003221
2944,20002.0,402040.0,49.0,411625.0,20002.0,49.0,20.5792,26415432.0,0.0,0.00029397
2945,20002.0,402040.0,49.0,411625.0,20002.0,49.0,20.5792,75830645.0,0.0,0.0003252
2946,20002.0,402040.0,49.0,411625.0,20002.0,49.0,20.5792,75830647.0,0.0,0.00031805
2947,20002.0,402040.0,49.0,411548.0,20002.0,49.0,20.5753,26415434.0,0.0,0.00030088
2948,20002.0,402040.0,49.0,411548.0,20002.0,49.0,20.5753,26415432.0,0.0,0.00030112
2949,20002.0,402040.0,49.0,411548.0,20002.0,49.0,20.5753,45869640.0,0.0,0.00026703
2950,20002.0,402040.0,49.0,411548.0,20002.0,49.0,20.5753,75830645.0,0.0,0.00031614
2951,20002.0,402040.0,49.0,411548.0,20002.0,49.0,20.5753,75830647.0,0.0,0.00031996
2952,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,26415434.0,0.0,0.00030112
2953,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,26415432.0,0.0,0.00029802
2954,20002.0,404040.0,48.0,413894.0,20002.0,48.0,20.6926,26415434.0,0.0,0.00030112
2955,20002.0,404040.0,48.0,413894.0,20002.0,48.0,20.6926,26415432.0,0.0,0.00029898
2956,20002.0,404040.0,48.0,413894.0,20002.0,48.0,20.6926,45869640.0,0.0,0.00026703
2957,20002.0,404040.0,48.0,413894.0,20002.0,48.0,20.6926,75830645.0,0.0,0.00032401
2958,20002.0,402707.0,48.0,412741.0,20002.0,48.0,20.635,26415434.0,0.0,0.00030494
2959,20002.0,402707.0,48.0,412741.0,20002.0,48.0,20.635,26415432.0,0.0,0.00029993
2960,20002.0,402707.0,48.0,412741.0,20002.0,48.0,20.635,45869640.0,0.0,0.00026703
2961,20002.0,402707.0,48.0,412741.0,20002.0,48.0,20.635,75830645.0,0.0,0.00031304
2962,20002.0,402707.0,48.0,412741.0,20002.0,48.0,20.635,75830647.0,0.0,0.00032401
2963,20002.0,402040.0,49.0,411341.0,20002.0,49.0,20.565,26415434.0,0.0,0.00029588
2964,20002.0,402040.0,49.0,411341.0,20002.0,49.0,20.565,26415432.0,0.0,0.00029302
2965,20002.0,402040.0,49.0,411341.0,20002.0,49.0,20.565,45869640.0,0.0,0.00026798
2966,20002.0,402040.0,49.0,411341.0,20002.0,49.0,20.565,75830645.0,0.0,0.00032306
2967,20002.0,402040.0,49.0,411341.0,20002.0,49.0,20.565,75830647.0,0.0,0.0003202
2968,20002.0,402040.0,49.0,411480.0,20002.0,49.0,20.572,26415434.0,0.0,0.000314
2969,20002.0,402040.0,49.0,411480.0,20002.0,49.0,20.572,26415432.0,0.0,0.00029898
2970,20002.0,402040.0,49.0,411480.0,20002.0,49.0,20.572,45869640.0,0.0,0.00026608
2971,20002.0,402040.0,49.0,411480.0,20002.0,49.0,20.572,75830645.0,0.0,0.00031495
2972,20002.0,402040.0,49.0,411480.0,20002.0,49.0,20.572,75830647.0,0.0,0.0003221
2973,20002.0,404040.0,48.0,413791.0,20002.0,48.0,20.6875,45869640.0,0.0,0.00017905
2974,20002.0,402040.0,50.0,412883.0,20002.0,50.0,20.6421,75830647.0,0.0,0.00031996
2975,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,45869640.0,0.0,0.00026989
2976,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,75830645.0,0.0,0.00032401
2977,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,75830647.0,0.0,0.00031495
2978,20002.0,402707.0,49.0,411281.0,20002.0,49.0,20.561999999999998,26415434.0,0.0,0.00029898
2979,20002.0,402707.0,49.0,411281.0,20002.0,49.0,20.561999999999998,26415432.0,0.0,0.00029707
2980,20002.0,402707.0,49.0,411281.0,20002.0,49.0,20.561999999999998,45869640.0,0.0,0.00026798
2981,20002.0,402707.0,49.0,411281.0,20002.0,49.0,20.561999999999998,75830645.0,0.0,0.00031519
2982,20002.0,402707.0,49.0,411281.0,20002.0,49.0,20.561999999999998,75830647.0,0.0,0.00031495
2983,20002.0,402707.0,50.0,412513.0,20002.0,50.0,20.6236,26415434.0,0.0,0.00029898
2984,20002.0,402707.0,50.0,412513.0,20002.0,50.0,20.6236,26415432.0,0.0,0.00029516
2985,20002.0,402707.0,50.0,412513.0,20002.0,50.0,20.6236,45869640.0,0.0,0.00026703
2986,20002.0,402707.0,50.0,412513.0,20002.0,50.0,20.6236,75830645.0,0.0,0.00032306
2987,20002.0,402707.0,50.0,412513.0,20002.0,50.0,20.6236,75830647.0,0.0,0.00032187
2988,20002.0,402707.0,51.0,413105.0,20002.0,51.0,20.6532,26415434.0,0.0,0.00030899
2989,20002.0,402707.0,51.0,413105.0,20002.0,51.0,20.6532,26415432.0,0.0,0.00029683
2990,20002.0,402707.0,51.0,413105.0,20002.0,51.0,20.6532,45869640.0,0.0,0.00026488
2991,20002.0,402707.0,51.0,413105.0,20002.0,51.0,20.6532,75830647.0,0.0,0.00032187
2992,20002.0,404040.0,48.0,413999.0,20002.0,48.0,20.6979,26415434.0,0.0,0.00029802
2993,20002.0,404040.0,48.0,413999.0,20002.0,48.0,20.6979,26415432.0,0.0,0.00029397
2994,20002.0,404040.0,48.0,413999.0,20002.0,48.0,20.6979,75830645.0,0.0,0.00031495
2995,20002.0,401373.0,48.0,411245.0,20002.0,48.0,20.5602,45869640.0,0.0,0.00020695
2996,20002.0,403374.0,50.0,412272.0,20002.0,50.0,20.6115,26415434.0,0.0,0.00029802
2997,20002.0,403374.0,50.0,412272.0,20002.0,50.0,20.6115,26415432.0,0.0,0.00029683
2998,20002.0,403374.0,50.0,412272.0,20002.0,50.0,20.6115,45869640.0,0.0,0.00026512
2999,20002.0,403374.0,50.0,412272.0,20002.0,50.0,20.6115,75830645.0,0.0,0.00031996
3000,20002.0,403374.0,50.0,412272.0,20002.0,50.0,20.6115,75830647.0,0.0,0.00032187
3001,20002.0,404040.0,48.0,413998.0,20002.0,48.0,20.6979,26415434.0,0.0,0.00030518
3002,20002.0,404040.0,48.0,413998.0,20002.0,48.0,20.6979,26415432.0,0.0,0.000314
3003,20002.0,404040.0,48.0,413998.0,20002.0,48.0,20.6979,45869640.0,0.0,0.000283
3004,20002.0,404040.0,48.0,413998.0,20002.0,48.0,20.6979,75830645.0,0.0,0.00032306
3005,20002.0,404040.0,48.0,413998.0,20002.0,48.0,20.6979,75830647.0,0.0,0.00032115
3006,20002.0,402040.0,49.0,411245.0,20002.0,49.0,20.5602,26415434.0,0.0,0.00029898
3007,20002.0,402040.0,49.0,411245.0,20002.0,49.0,20.5602,26415432.0,0.0,0.00029707
3008,20002.0,402040.0,49.0,411245.0,20002.0,49.0,20.5602,45869640.0,0.0,0.00026393
3009,20002.0,402040.0,49.0,411245.0,20002.0,49.0,20.5602,75830645.0,0.0,0.00032306
3010,20002.0,402040.0,49.0,411245.0,20002.0,49.0,20.5602,75830647.0,0.0,0.0003159
3011,20002.0,402040.0,49.0,411233.0,20002.0,49.0,20.5596,26415434.0,0.0,0.00029492
3012,20002.0,402040.0,49.0,411233.0,20002.0,49.0,20.5596,26415432.0,0.0,0.00029683
3013,20002.0,402040.0,49.0,411233.0,20002.0,49.0,20.5596,75830647.0,0.0,0.00031996
3014,20002.0,402040.0,48.0,411709.0,20002.0,48.0,20.5834,26415434.0,0.0,0.00030994
3015,20002.0,402040.0,48.0,411709.0,20002.0,48.0,20.5834,26415432.0,0.0,0.00029707
3016,20002.0,402040.0,48.0,411709.0,20002.0,48.0,20.5834,45869640.0,0.0,0.00026894
3017,20002.0,402040.0,48.0,411709.0,20002.0,48.0,20.5834,75830645.0,0.0,0.00032401
3018,20002.0,402040.0,48.0,411709.0,20002.0,48.0,20.5834,75830647.0,0.0,0.00032187
3019,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,26415432.0,0.0,0.00030017
3020,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,75830645.0,0.0,0.00032282
3021,20002.0,402707.0,49.0,412157.0,20002.0,49.0,20.6058,75830647.0,0.0,0.00032282
3022,20002.0,404040.0,48.0,413791.0,20002.0,48.0,20.6875,26415434.0,0.0,0.00022101
3023,20002.0,404040.0,48.0,413791.0,20002.0,48.0,20.6875,45869640.0,0.0,0.00027084
3024,20002.0,404040.0,48.0,413791.0,20002.0,48.0,20.6875,75830645.0,0.0,0.00023413
3025,20002.0,402040.0,49.0,411225.0,20002.0,49.0,20.5592,26415432.0,0.0,0.00021791
3026,20002.0,402040.0,49.0,411225.0,20002.0,49.0,20.5592,45869640.0,0.0,0.00026393
3027,20002.0,402040.0,49.0,411601.0,20002.0,49.0,20.578000000000003,26415434.0,0.0,0.00029588
3028,20002.0,402040.0,49.0,411601.0,20002.0,49.0,20.578000000000003,26415432.0,0.0,0.00029421
3029,20002.0,402040.0,49.0,411601.0,20002.0,49.0,20.578000000000003,45869640.0,0.0,0.00026608
3030,20002.0,402040.0,49.0,411601.0,20002.0,49.0,20.578000000000003,75830645.0,0.0,0.00032306
3031,20002.0,402040.0,49.0,411601.0,20002.0,49.0,20.578000000000003,75830647.0,0.0,0.00032401
3032,20002.0,402040.0,49.0,411219.0,20002.0,49.0,20.5589,26415434.0,0.0,0.00029421
3033,20002.0,402040.0,49.0,411219.0,20002.0,49.0,20.5589,26415432.0,0.0,0.00029612
3034,20002.0,402040.0,49.0,411219.0,20002.0,49.0,20.5589,45869640.0,0.0,0.00026894
3035,20002.0,402040.0,49.0,411219.0,20002.0,49.0,20.5589,75830645.0,0.0,0.000314
3036,20002.0,402040.0,49.0,411666.0,20002.0,49.0,20.5812,26415434.0,0.0,0.00029302
3037,20002.0,402040.0,49.0,411666.0,20002.0,49.0,20.5812,26415432.0,0.0,0.00029612
3038,20002.0,402040.0,49.0,411666.0,20002.0,49.0,20.5812,45869640.0,0.0,0.00026488
3039,20002.0,402040.0,49.0,411666.0,20002.0,49.0,20.5812,75830645.0,0.0,0.00032616
3040,20002.0,402040.0,49.0,411666.0,20002.0,49.0,20.5812,75830647.0,0.0,0.0003159
3041,20002.0,401373.0,48.0,411258.0,20002.0,48.0,20.5608,45869640.0,0.0,0.00026488
3042,20002.0,401373.0,48.0,411258.0,20002.0,48.0,20.5608,75830647.0,0.0,0.00022697
3043,20002.0,402040.0,49.0,411213.0,20002.0,49.0,20.5586,26415434.0,0.0,0.00029802
3044,20002.0,402040.0,49.0,411213.0,20002.0,49.0,20.5586,45869640.0,0.0,0.00026202
3045,20002.0,402040.0,49.0,411213.0,20002.0,49.0,20.5586,75830645.0,0.0,0.00032187
3046,20002.0,402040.0,49.0,411213.0,20002.0,49.0,20.5586,75830647.0,0.0,0.0003221
3047,20002.0,401373.0,48.0,411258.0,20002.0,48.0,20.5608,26415434.0,0.0,0.00029302
3048,20002.0,401373.0,48.0,411258.0,20002.0,48.0,20.5608,26415432.0,0.0,0.00029397
3049,20002.0,401373.0,48.0,411258.0,20002.0,48.0,20.5608,45869640.0,0.0,0.00026798
3050,20002.0,401373.0,48.0,411258.0,20002.0,48.0,20.5608,75830647.0,0.0,0.00023413
3051,20002.0,401373.0,48.0,411285.0,20002.0,48.0,20.5622,26415432.0,0.0,0.00021505
3052,20002.0,401373.0,48.0,411285.0,20002.0,48.0,20.5622,45869640.0,0.0,0.00026798
3053,20002.0,401373.0,48.0,411285.0,20002.0,48.0,20.5622,75830647.0,0.0,0.00022101
3054,20002.0,402040.0,49.0,411624.0,20002.0,49.0,20.5791,26415434.0,0.0,0.00029993
3055,20002.0,402040.0,49.0,411624.0,20002.0,49.0,20.5791,26415432.0,0.0,0.00029683
3056,20002.0,402040.0,49.0,411624.0,20002.0,49.0,20.5791,45869640.0,0.0,0.00026608
3057,20002.0,402040.0,49.0,411624.0,20002.0,49.0,20.5791,75830645.0,0.0,0.00032187
3058,20002.0,402040.0,49.0,411624.0,20002.0,49.0,20.5791,75830647.0,0.0,0.00033808
3059,20002.0,401373.0,48.0,411455.0,20002.0,48.0,20.5707,26415434.0,0.0,0.00029898
3060,20002.0,401373.0,48.0,411455.0,20002.0,48.0,20.5707,45869640.0,0.0,0.00026703
3061,20002.0,401373.0,48.0,411455.0,20002.0,48.0,20.5707,75830645.0,0.0,0.00033402
3062,20002.0,401373.0,48.0,411455.0,20002.0,48.0,20.5707,75830647.0,0.0,0.000319
3063,20002.0,402040.0,50.0,412883.0,20002.0,50.0,20.6421,26415434.0,0.0,0.00029802
3064,20002.0,402040.0,50.0,412883.0,20002.0,50.0,20.6421,26415432.0,0.0,0.00030208
3065,20002.0,402040.0,50.0,412883.0,20002.0,50.0,20.6421,75830645.0,0.0,0.00032115
3066,20002.0,402040.0,50.0,412883.0,20002.0,50.0,20.6421,75830647.0,0.0,0.0003221
3067,20002.0,402040.0,49.0,411549.0,20002.0,49.0,20.5754,26415434.0,0.0,0.00029111
3068,20002.0,402040.0,49.0,411549.0,20002.0,49.0,20.5754,26415432.0,0.0,0.00029707
3069,20002.0,402040.0,49.0,411549.0,20002.0,49.0,20.5754,75830645.0,0.0,0.00032091
3070,20002.0,402040.0,49.0,411549.0,20002.0,49.0,20.5754,75830647.0,0.0,0.00031996
3071,20002.0,401373.0,48.0,411272.0,20002.0,48.0,20.5616,26415434.0,0.0,0.00029206
3072,20002.0,401373.0,48.0,411272.0,20002.0,48.0,20.5616,26415432.0,0.0,0.00029898
3073,20002.0,401373.0,48.0,411272.0,20002.0,48.0,20.5616,45869640.0,0.0,0.00026298
3074,20002.0,401373.0,48.0,411272.0,20002.0,48.0,20.5616,75830645.0,0.0,0.00031495
3075,20002.0,401373.0,48.0,411272.0,20002.0,48.0,20.5616,75830647.0,0.0,0.00031304
3076,20002.0,402707.0,50.0,412699.0,20002.0,50.0,20.6329,26415434.0,0.0,0.00029993
3077,20002.0,402707.0,50.0,412699.0,20002.0,50.0,20.6329,26415432.0,0.0,0.00029421
3078,20002.0,402707.0,50.0,412699.0,20002.0,50.0,20.6329,45869640.0,0.0,0.00026703
3079,20002.0,402707.0,49.0,412214.0,20002.0,49.0,20.6086,26415432.0,0.0,0.00029206
3080,20002.0,402707.0,49.0,412214.0,20002.0,49.0,20.6086,45869640.0,0.0,0.00026703
3081,20002.0,402707.0,49.0,412214.0,20002.0,49.0,20.6086,75830645.0,0.0,0.00032187
3082,20002.0,402707.0,49.0,412214.0,20002.0,49.0,20.6086,75830647.0,0.0,0.00032997
3083,20002.0,402040.0,49.0,411586.0,20002.0,49.0,20.5773,26415432.0,0.0,0.00029707
3084,20002.0,402040.0,49.0,411586.0,20002.0,49.0,20.5773,45869640.0,0.0,0.00026417
3085,20002.0,402040.0,49.0,411586.0,20002.0,49.0,20.5773,75830645.0,0.0,0.00031304
3086,20002.0,402040.0,49.0,411586.0,20002.0,49.0,20.5773,75830647.0,0.0,0.0003171
3087,20002.0,402040.0,49.0,411640.0,20002.0,49.0,20.5799,26415434.0,0.0,0.00029588
3088,20002.0,402040.0,49.0,411640.0,20002.0,49.0,20.5799,45869640.0,0.0,0.00026608
3089,20002.0,402040.0,49.0,411640.0,20002.0,49.0,20.5799,75830645.0,0.0,0.000314
3090,20002.0,402040.0,49.0,411640.0,20002.0,49.0,20.5799,75830647.0,0.0,0.00032401
3091,20002.0,404040.0,48.0,413688.0,20002.0,48.0,20.6823,26415434.0,0.0,0.00030088
3092,20002.0,404040.0,48.0,413688.0,20002.0,48.0,20.6823,45869640.0,0.0,0.00026512
3093,20002.0,404040.0,48.0,413688.0,20002.0,48.0,20.6823,75830647.0,0.0,0.0003159
3094,20002.0,404040.0,48.0,413894.0,20002.0,48.0,20.6926,26415434.0,0.0,0.00029206
3095,20002.0,404040.0,48.0,413894.0,20002.0,48.0,20.6926,26415432.0,0.0,0.00029802
3096,20002.0,404040.0,48.0,413894.0,20002.0,48.0,20.6926,45869640.0,0.0,0.00026608
3097,20002.0,404040.0,48.0,413894.0,20002.0,48.0,20.6926,75830647.0,0.0,0.00023007
3098,20002.0,402707.0,50.0,412637.0,20002.0,50.0,20.6298,26415434.0,0.0,0.000314
3099,20002.0,402707.0,50.0,412637.0,20002.0,50.0,20.6298,26415432.0,0.0,0.00029898
3100,20002.0,402707.0,50.0,412637.0,20002.0,50.0,20.6298,45869640.0,0.0,0.00026703
3101,20002.0,402707.0,50.0,412637.0,20002.0,50.0,20.6298,75830645.0,0.0,0.00032282
3102,20002.0,402707.0,50.0,412637.0,20002.0,50.0,20.6298,75830647.0,0.0,0.00033092
3103,20002.0,402707.0,50.0,412637.0,20002.0,50.0,20.6298,26415434.0,0.0,0.00029802
3104,20002.0,402707.0,50.0,412637.0,20002.0,50.0,20.6298,26415432.0,0.0,0.00029421
3105,20002.0,402707.0,50.0,412637.0,20002.0,50.0,20.6298,45869640.0,0.0,0.00026798
3106,20002.0,402707.0,50.0,412637.0,20002.0,50.0,20.6298,75830645.0,0.0,0.0003202
3107,20002.0,402707.0,50.0,412637.0,20002.0,50.0,20.6298,75830647.0,0.0,0.00032282
3108,20002.0,402040.0,49.0,411480.0,20002.0,49.0,20.572,26415434.0,0.0,0.0003109
3109,20002.0,402040.0,49.0,411480.0,20002.0,49.0,20.572,26415432.0,0.0,0.00029302
3110,20002.0,402040.0,49.0,411480.0,20002.0,49.0,20.572,45869640.0,0.0,0.00027013
3111,20002.0,402040.0,49.0,411480.0,20002.0,49.0,20.572,75830647.0,0.0,0.00031996
3112,20002.0,402040.0,49.0,411215.0,20002.0,49.0,20.5587,26415434.0,0.0,0.00021791
3113,20002.0,404040.0,48.0,413999.0,20002.0,48.0,20.6979,26415432.0,0.0,0.00030112
3114,20002.0,404040.0,48.0,413999.0,20002.0,48.0,20.6979,45869640.0,0.0,0.00026894
3115,20002.0,404040.0,48.0,413999.0,20002.0,48.0,20.6979,75830645.0,0.0,0.00032306
3116,20002.0,404040.0,48.0,413999.0,20002.0,48.0,20.6979,75830647.0,0.0,0.00031614
3117,20002.0,402040.0,49.0,411355.0,20002.0,49.0,20.5657,26415434.0,0.0,0.00029802
3118,20002.0,402040.0,49.0,411355.0,20002.0,49.0,20.5657,26415432.0,0.0,0.00029302
3119,20002.0,402040.0,49.0,411355.0,20002.0,49.0,20.5657,45869640.0,0.0,0.00027299
3120,20002.0,402040.0,49.0,411355.0,20002.0,49.0,20.5657,75830645.0,0.0,0.00032187
3121,20002.0,402040.0,49.0,411355.0,20002.0,49.0,20.5657,75830647.0,0.0,0.00032306
3122,20002.0,401373.0,48.0,411311.0,20002.0,48.0,20.5635,26415432.0,0.0,0.00029683
3123,20002.0,401373.0,48.0,411311.0,20002.0,48.0,20.5635,45869640.0,0.0,0.00026512
3124,20002.0,401373.0,48.0,411311.0,20002.0,48.0,20.5635,75830645.0,0.0,0.00032592
3125,20002.0,401373.0,48.0,411311.0,20002.0,48.0,20.5635,75830647.0,0.0,0.0003221
3126,20002.0,402707.0,49.0,411280.0,20002.0,49.0,20.561999999999998,45869640.0,0.0,0.00021195
3127,20002.0,401373.0,48.0,411362.0,20002.0,48.0,20.566,26415434.0,0.0,0.00030112
3128,20002.0,401373.0,48.0,411362.0,20002.0,48.0,20.566,26415432.0,0.0,0.00029278
3129,20002.0,401373.0,48.0,411362.0,20002.0,48.0,20.566,45869640.0,0.0,0.00026989
3130,20002.0,401373.0,48.0,411362.0,20002.0,48.0,20.566,75830645.0,0.0,0.00031996
3131,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,26415434.0,0.0,0.00029182
3132,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,45869640.0,0.0,0.00026679
3133,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,75830645.0,0.0,0.0003221
3134,20002.0,403374.0,50.0,412331.0,20002.0,50.0,20.6145,75830647.0,0.0,0.000319
3135,20002.0,402707.0,50.0,412575.0,20002.0,50.0,20.6267,26415434.0,0.0,0.00029707
3136,20002.0,402707.0,50.0,412575.0,20002.0,50.0,20.6267,75830647.0,0.0,0.00031495
3137,20002.0,404040.0,48.0,413798.0,20002.0,48.0,20.6878,26415434.0,0.0,0.00029182
3138,20002.0,404040.0,48.0,413798.0,20002.0,48.0,20.6878,26415432.0,0.0,0.00030494
3139,20002.0,404040.0,48.0,413798.0,20002.0,48.0,20.6878,45869640.0,0.0,0.00026298
3140,20002.0,404040.0,48.0,413798.0,20002.0,48.0,20.6878,75830647.0,0.0,0.000314
3141,20002.0,402040.0,50.0,412883.0,20002.0,50.0,20.6421,26415434.0,0.0,0.00029898
3142,20002.0,402040.0,50.0,412883.0,20002.0,50.0,20.6421,45869640.0,0.0,0.00026989
3143,20002.0,402040.0,50.0,412883.0,20002.0,50.0,20.6421,75830645.0,0.0,0.00033998
3144,20002.0,402040.0,50.0,412883.0,20002.0,50.0,20.6421,75830647.0,0.0,0.00031495
3145,20002.0,401373.0,48.0,411362.0,20002.0,48.0,20.566,26415432.0,0.0,0.00029516
3146,20002.0,401373.0,48.0,411362.0,20002.0,48.0,20.566,45869640.0,0.0,0.00026679
3147,20002.0,401373.0,48.0,411362.0,20002.0,48.0,20.566,75830645.0,0.0,0.00032401
3148,20002.0,401373.0,48.0,411362.0,20002.0,48.0,20.566,75830647.0,0.0,0.00032306
3149,20002.0,402707.0,50.0,412575.0,20002.0,50.0,20.6267,26415434.0,0.0,0.00029397
3150,20002.0,402707.0,50.0,412575.0,20002.0,50.0,20.6267,45869640.0,0.0,0.00026417
3151,20002.0,402707.0,50.0,412575.0,20002.0,50.0,20.6267,75830645.0,0.0,0.00032187
3152,20002.0,402707.0,50.0,412575.0,20002.0,50.0,20.6267,75830647.0,0.0,0.00031614
3153,20002.0,402707.0,51.0,413056.0,20002.0,51.0,20.6508,26415432.0,0.0,0.00021005
3154,20002.0,402707.0,51.0,413056.0,20002.0,51.0,20.6508,45869640.0,0.0,0.00026679
3155,20002.0,404040.0,48.0,413894.0,20002.0,48.0,20.6926,26415434.0,0.0,0.00030208
3156,20002.0,404040.0,48.0,413894.0,20002.0,48.0,20.6926,75830645.0,0.0,0.00032282
3157,20002.0,402040.0,48.0,412123.0,20002.0,48.0,20.6041,26415434.0,0.0,0.00029612
3158,20002.0,402040.0,48.0,412123.0,20002.0,48.0,20.6041,26415432.0,0.0,0.00029492
3159,20002.0,402040.0,48.0,412123.0,20002.0,48.0,20.6041,45869640.0,0.0,0.00026608
3160,20002.0,402040.0,48.0,412123.0,20002.0,48.0,20.6041,75830647.0,0.0,0.00031304
3161,20002.0,402707.0,51.0,413054.0,20002.0,51.0,20.6506,45869640.0,0.0,0.00026703
3162,20002.0,402707.0,51.0,413054.0,20002.0,51.0,20.6506,75830645.0,0.0,0.0002439
3163,20002.0,402707.0,51.0,413054.0,20002.0,51.0,20.6506,75830647.0,0.0,0.00022006
3164,20002.0,402707.0,48.0,412413.0,20002.0,48.0,20.6186,45869640.0,0.0,0.00020003
3165,20002.0,402707.0,49.0,412214.0,20002.0,49.0,20.6086,26415434.0,0.0,0.00029802
3166,20002.0,402707.0,49.0,412214.0,20002.0,49.0,20.6086,26415432.0,0.0,0.00029993
3167,20002.0,402707.0,49.0,412214.0,20002.0,49.0,20.6086,45869640.0,0.0,0.00026894
3168,20002.0,402707.0,49.0,412214.0,20002.0,49.0,20.6086,75830645.0,0.0,0.00032306
3169,20002.0,402707.0,49.0,412214.0,20002.0,49.0,20.6086,75830647.0,0.0,0.00031614
