rank,speed_loss,rank_loss,label
273,-7.796000000000002e-05,5183,0.0
274,-8.392000000000002e-05,4778,0.0
275,-8.201999999999998e-05,4481,0.0
276,-7.892000000000001e-05,1739,0.0
277,-7.892000000000001e-05,4149,0.0
278,-7.843999999999999e-05,3090,0.0
279,-7.391e-05,3249,0.0
280,-7.701000000000002e-05,4175,0.0
281,-8.321000000000001e-05,360,0.0
282,-7.319999999999999e-05,3801,0.0
283,-7.701000000000002e-05,2953,0.0
284,-8.702999999999998e-05,1306,0.0
285,-7.201000000000001e-05,4219,0.0
286,-7.296e-05,926,0.0
287,1.899999999999992e-06,3988,0.0
288,-7.892000000000001e-05,4449,0.0
289,-8.106999999999998e-05,2988,0.0
290,-7.701000000000002e-05,281,0.0
291,-7.797000000000001e-05,214,0.0
292,-7.892000000000001e-05,2961,0.0
293,-7.701000000000002e-05,2494,0.0
294,-7.105000000000002e-05,252,0.0
295,-7.701000000000002e-05,1047,0.0
296,-7.200000000000002e-05,349,0.0
297,6.919999999999995e-06,1312,0.0
298,-7.485999999999997e-05,3414,0.0
299,-7.296e-05,1792,0.0
300,-9.418000000000002e-05,3013,0.0
301,-7.916e-05,3569,0.0
302,-6.986000000000001e-05,1029,0.0
303,-8.082000000000003e-05,-277,0.0
304,-6.986000000000001e-05,1455,0.0
305,-7.414000000000002e-05,2997,0.0
306,-7.414000000000002e-05,1298,0.0
307,-9.417e-05,1871,0.0
308,-7.199999999999999e-05,305,0.0
309,-7.295999999999998e-05,4327,0.0
310,-7.987000000000003e-05,3389,0.0
311,-8.607000000000002e-05,1870,0.0
312,-6.795000000000003e-05,2978,0.0
313,-7.796999999999999e-05,3995,0.0
314,-7.415000000000001e-05,4535,0.0
315,-7.319000000000002e-05,1722,0.0
316,-7.295000000000001e-05,3921,0.0
317,-7.676999999999998e-05,1650,0.0
318,-7.391e-05,1598,0.0
319,-8.987999999999997e-05,716,0.0
320,-8.225999999999999e-05,4607,0.0
321,-7.104999999999997e-05,4190,0.0
322,-7.486e-05,4110,0.0
323,-0.00011492000000000002,4391,0.0
324,-7.391e-05,3632,0.0
325,-7.605999999999997e-05,4262,0.0
326,-7.080999999999998e-05,4423,0.0
327,-6.605e-05,4363,0.0
328,-7.009999999999997e-05,5214,0.0
329,-6.7e-05,3730,0.0
330,-6.771000000000001e-05,2902,0.0
331,-7.177000000000003e-05,4041,0.0
332,-7.200000000000002e-05,1745,0.0
333,-6.604000000000001e-05,5242,0.0
334,-6.222999999999998e-05,1819,0.0
335,-7.009000000000003e-05,1666,0.0
336,-6.984999999999999e-05,4305,0.0
337,-6.604000000000001e-05,2979,0.0
338,-7.081000000000001e-05,4457,0.0
339,-6.914000000000003e-05,5232,0.0
340,-2.383999999999999e-05,2920,0.0
341,-7.104999999999999e-05,1560,0.0
342,-6.627999999999997e-05,4318,0.0
343,-7.032999999999999e-05,4189,0.0
344,-6.413e-05,2956,0.0
345,-6.699999999999998e-05,1566,0.0
346,-6.795000000000003e-05,3819,0.0
347,-6.271000000000003e-05,4695,0.0
348,-6.603999999999998e-05,2897,0.0
349,-6.795000000000003e-05,4035,0.0
350,-6.199000000000002e-05,5146,0.0
351,-6.603999999999998e-05,924,0.0
352,-6.699000000000003e-05,4694,0.0
353,-6.699000000000003e-05,4112,0.0
354,-8.321000000000001e-05,5199,0.0
355,-6.7e-05,3652,0.0
356,-6.413999999999997e-05,3495,0.0
357,-6.579999999999997e-05,3779,0.0
358,-6.199e-05,974,0.0
359,-6.604000000000001e-05,2916,0.0
360,-6.7e-05,4527,0.0
361,-6.795e-05,3313,0.0
362,-6.605e-05,3024,0.0
363,-6.389999999999998e-05,2941,0.0
364,-5.888999999999997e-05,1355,0.0
365,-6.009e-05,3183,0.0
366,-6.795e-05,2369,0.0
367,-8.201999999999998e-05,1596,0.0
368,-6.509000000000002e-05,3337,0.0
369,-6.413999999999997e-05,1664,0.0
370,-6.890999999999999e-05,1802,0.0
371,-6.7e-05,4211,0.0
372,-7.486999999999999e-05,1417,0.0
373,1.5970000000000025e-05,3644,0.0
374,-5.985000000000002e-05,1778,0.0
375,-6.126999999999999e-05,3245,0.0
376,-6.389000000000001e-05,3237,0.0
377,-6.364999999999998e-05,4031,0.0
378,-6.485e-05,1784,0.0
379,-7.580999999999997e-05,3613,0.0
380,-7.104999999999999e-05,3700,0.0
381,-6.485e-05,4469,0.0
382,-6.318000000000003e-05,4470,0.0
383,-6.031999999999999e-05,4565,0.0
384,-6.413999999999999e-05,4627,0.0
385,-6.508999999999999e-05,4533,0.0
386,-8.487999999999999e-05,5199,0.0
387,-6.222000000000001e-05,3244,0.0
388,-6.222000000000001e-05,4222,0.0
389,-5.7940000000000004e-05,5132,0.0
390,-5.578999999999998e-05,4740,0.0
391,-6.295000000000001e-05,820,0.0
392,-5.699000000000001e-05,289,0.0
393,-5.603000000000002e-05,3145,0.0
394,-5.984999999999999e-05,3069,0.0
395,-5.699000000000001e-05,3564,0.0
396,-5.9129999999999984e-05,4116,0.0
397,-5.6980000000000013e-05,3545,0.0
398,-5.9839999999999996e-05,1787,0.0
399,-6.199000000000002e-05,4303,0.0
400,-6.007999999999998e-05,-188,0.0
401,-6.294000000000002e-05,4498,0.0
402,-5.864999999999999e-05,1083,0.0
403,-5.506999999999997e-05,4710,0.0
404,-5.889000000000003e-05,3168,0.0
405,-5.889000000000003e-05,1258,0.0
406,-5.5079999999999994e-05,1686,0.0
407,-5.387999999999999e-05,3838,0.0
408,-5.889e-05,3377,0.0
409,-5.508000000000002e-05,4393,0.0
410,-5.388000000000002e-05,2979,0.0
411,-4.982999999999995e-05,2770,0.0
412,-5.101999999999998e-05,-227,0.0
413,-5.197999999999997e-05,2901,0.0
414,-5.5079999999999994e-05,4433,0.0
415,-5.6979999999999986e-05,4476,0.0
416,-4.720000000000001e-05,3958,0.0
417,-4.9109999999999996e-05,1412,0.0
418,-5.317000000000001e-05,2989,0.0
419,-4.6020000000000024e-05,-79,0.0
420,-3.910000000000003e-05,2696,0.0
421,-3.5289999999999996e-05,3086,0.0
422,-3.7909999999999994e-05,4632,0.0
423,-3.194999999999999e-05,-283,0.0
424,-3.0040000000000004e-05,2633,0.0
425,-3.600000000000001e-05,1843,0.0
426,-3.0999999999999995e-05,2569,0.0
427,-3.409999999999996e-05,2081,0.0
428,-3.2899999999999987e-05,2657,0.0
429,-3.814999999999998e-05,4905,0.0
430,-3.313999999999997e-05,4910,0.0
431,-3.7909999999999994e-05,2589,0.0
432,-3.313999999999997e-05,2098,0.0
433,-3.504000000000002e-05,-297,0.0
434,-3.099e-05,2451,0.0
435,-2.980000000000002e-05,1715,0.0
436,-3.1939999999999996e-05,2357,0.0
437,-2.8130000000000017e-05,1860,0.0
438,5.2929999999999996e-05,-383,0.0
439,-3.408999999999997e-05,2392,0.0
440,-3.1939999999999996e-05,2115,0.0
441,-3.504000000000002e-05,2325,0.0
442,5.699000000000001e-05,1700,0.0
443,-3.504000000000002e-05,-280,0.0
444,-3.718999999999999e-05,2456,0.0
445,-3.600000000000001e-05,2520,0.0
446,-3.408999999999997e-05,2240,0.0
447,-3.504000000000002e-05,2302,0.0
448,-3.0040000000000004e-05,2007,0.0
449,-2.8130000000000017e-05,4950,0.0
450,-3.1939999999999996e-05,2191,0.0
451,-3.504000000000002e-05,2168,0.0
452,-3.0040000000000004e-05,2244,0.0
453,-3.099e-05,2289,0.0
454,-2.9080000000000013e-05,1897,0.0
455,5.699000000000001e-05,4853,0.0
456,-3.408999999999997e-05,2002,0.0
457,-4.816e-05,1871,0.0
458,-3.504000000000002e-05,2372,0.0
459,4.292e-05,2601,0.0
460,-3.6950000000000004e-05,1757,0.0
461,-3.600000000000001e-05,2048,0.0
462,-3.099e-05,1933,0.0
463,-4.409999999999999e-05,2408,0.0
464,-2.9080000000000013e-05,2502,0.0
465,-3.0040000000000004e-05,-453,0.0
466,-5.196999999999998e-05,2004,0.0
467,-3.504000000000002e-05,1684,0.0
468,-2.9080000000000013e-05,2647,0.0
469,-2.9080000000000013e-05,2631,0.0
470,-3.481000000000003e-05,-446,0.0
471,-3.385999999999998e-05,-466,0.0
472,-3.076000000000001e-05,2610,0.0
473,-4.077000000000003e-05,-438,0.0
474,4.6249999999999986e-05,2111,0.0
475,-4.173000000000002e-05,4908,0.0
476,-3.6720000000000014e-05,2286,0.0
477,-3.505000000000001e-05,1668,0.0
478,-3.0040000000000004e-05,1659,0.0
479,-3.409000000000002e-05,1737,0.0
480,-3.814999999999998e-05,1832,0.0
481,-3.313999999999997e-05,2004,0.0
482,5.5790000000000006e-05,2292,0.0
483,-3.505000000000001e-05,2273,0.0
484,-4.505999999999998e-05,-355,0.0
485,-3.313999999999997e-05,4945,0.0
486,-2.8130000000000017e-05,1808,0.0
487,-3.409000000000002e-05,-340,0.0
488,-4.625000000000001e-05,2552,0.0
489,-3.2189999999999975e-05,2431,0.0
490,-3.409000000000002e-05,-411,0.0
491,-3.505000000000001e-05,2023,0.0
492,-3.505000000000001e-05,2205,0.0
493,-3.505000000000001e-05,2387,0.0
494,-3.0279999999999988e-05,1852,0.0
495,-3.1229999999999984e-05,1967,0.0
496,-3.814999999999998e-05,2392,0.0
497,-3.2899999999999987e-05,1754,0.0
498,-3.313999999999997e-05,1966,0.0
499,-3.505000000000001e-05,2612,0.0
500,6.390000000000001e-05,1892,0.0
501,5.2930000000000023e-05,4948,0.0
502,-3.0040000000000004e-05,1617,0.0
503,5.7940000000000004e-05,2081,0.0
504,-3.600000000000001e-05,2407,0.0
505,4.292e-05,2029,0.0
506,-2.8850000000000024e-05,-391,0.0
507,-3.505000000000001e-05,2328,0.0
508,-3.194999999999999e-05,4864,0.0
509,-3.194999999999999e-05,2333,0.0
510,4.696999999999999e-05,2251,0.0
511,-5.317000000000001e-05,2177,0.0
512,-3.194999999999999e-05,1942,0.0
513,-4.505999999999998e-05,2489,0.0
514,-3.600000000000001e-05,2241,0.0
515,-3.0040000000000004e-05,-475,0.0
516,-5.317000000000001e-05,1821,0.0
517,-3.600000000000001e-05,2036,0.0
518,-3.0040000000000004e-05,2274,0.0
519,-4.0050000000000025e-05,2318,0.0
520,-3.2899999999999987e-05,2611,0.0
521,-6.222999999999998e-05,-451,0.0
522,-2.8130000000000017e-05,2467,0.0
523,-3.505000000000001e-05,2426,0.0
524,-3.099e-05,-418,0.0
525,-3.718999999999999e-05,2053,0.0
526,-2.9090000000000008e-05,-520,0.0
527,-3.718999999999999e-05,2501,0.0
528,-4.625000000000001e-05,4901,0.0
529,-3.600000000000001e-05,1706,0.0
530,-3.2899999999999987e-05,1793,0.0
531,-3.0040000000000004e-05,2467,0.0
532,-5.6979999999999986e-05,2545,0.0
533,-3.409000000000002e-05,-458,0.0
534,-3.600000000000001e-05,-531,0.0
535,-3.409000000000002e-05,2234,0.0
536,-2.8130000000000017e-05,2132,0.0
537,5.5079999999999994e-05,-522,0.0
538,-3.505000000000001e-05,-439,0.0
539,-3.9099999999999975e-05,1605,0.0
540,-3.384999999999998e-05,2374,0.0
541,-3.505000000000001e-05,1836,0.0
542,-3.814999999999998e-05,4826,0.0
543,-2.788999999999998e-05,-402,0.0
544,5.7940000000000004e-05,1831,0.0
545,-3.623999999999999e-05,2608,0.0
546,4.292e-05,1684,0.0
547,-4.291000000000001e-05,2501,0.0
548,-3.481000000000003e-05,2490,0.0
549,-3.6950000000000004e-05,2535,0.0
550,-3.385000000000004e-05,2279,0.0
551,-3.5760000000000024e-05,4926,0.0
552,-3.194999999999999e-05,-447,0.0
553,-2.980000000000002e-05,2438,0.0
554,-3.671000000000002e-05,2498,0.0
555,-3.194999999999999e-05,2396,0.0
556,-3.505000000000001e-05,2209,0.0
557,-3.5760000000000024e-05,2400,0.0
558,-3.385000000000004e-05,1557,0.0
559,-3.767000000000001e-05,4804,0.0
560,-3.5760000000000024e-05,2124,0.0
561,-4.1010000000000016e-05,2004,0.0
562,-2.67e-05,2414,0.0
563,-3.194999999999999e-05,-559,0.0
564,-3.481000000000003e-05,1825,0.0
565,-3.2899999999999987e-05,2156,0.0
566,-3.385000000000004e-05,1583,0.0
567,-3.5760000000000024e-05,1654,0.0
568,-3.5760000000000024e-05,4745,0.0
569,-3.0040000000000004e-05,-321,0.0
570,-3.5760000000000024e-05,2463,0.0
571,4.3159999999999987e-05,2250,0.0
572,-3.099e-05,2004,0.0
573,4.7209999999999977e-05,2145,0.0
574,-3.385000000000004e-05,1819,0.0
575,-3.481000000000003e-05,2334,0.0
576,-3.600000000000001e-05,4759,0.0
577,-3.3140000000000025e-05,4889,0.0
578,-3.5289999999999996e-05,1959,0.0
579,-3.2189999999999975e-05,2576,0.0
580,-3.2189999999999975e-05,2510,0.0
581,-2.718000000000002e-05,1981,0.0
582,-3.910000000000003e-05,2359,0.0
583,-3.3140000000000025e-05,1717,0.0
584,-3.4100000000000016e-05,2282,0.0
585,-4.0300000000000004e-05,1933,0.0
586,-2.8140000000000012e-05,2532,0.0
587,-2.9090000000000008e-05,2478,0.0
588,-3.2189999999999975e-05,2314,0.0
589,-3.814999999999998e-05,1961,0.0
590,-2.9329999999999992e-05,2403,0.0
591,-2.9090000000000008e-05,4782,0.0
592,5.602999999999999e-05,2184,0.0
593,-2.6939999999999983e-05,4744,0.0
594,-2.9090000000000008e-05,4890,0.0
595,6.58e-05,2484,0.0
596,5.102000000000001e-05,4882,0.0
597,5.1970000000000006e-05,1549,0.0
598,-2.8140000000000012e-05,2526,0.0
599,-3.3140000000000025e-05,1655,0.0
600,-3.2189999999999975e-05,2488,0.0
601,-3.505000000000001e-05,1862,0.0
602,5.5790000000000006e-05,1792,0.0
603,-3.505000000000001e-05,1676,0.0
604,-3.3140000000000025e-05,2245,0.0
605,-3.4100000000000016e-05,4818,0.0
606,-2.718000000000002e-05,2085,0.0
607,-2.6939999999999983e-05,2491,0.0
608,-2.7900000000000028e-05,2114,0.0
609,-3.5289999999999996e-05,4773,0.0
610,-4.125e-05,1685,0.0
611,-3.505000000000001e-05,1841,0.0
612,-3.0999999999999995e-05,1674,0.0
613,4.0999999999999994e-05,4725,0.0
614,-7.201000000000001e-05,1957,0.0
615,-3.910000000000003e-05,2192,0.0
616,-3.123999999999998e-05,-496,0.0
617,-5.222000000000001e-05,2492,0.0
618,-3.4100000000000016e-05,4788,0.0
619,-3.910000000000003e-05,1961,0.0
620,-2.6230000000000025e-05,2024,0.0
621,-2.718000000000002e-05,2206,0.0
622,-3.505000000000001e-05,2491,0.0
623,-2.9329999999999992e-05,2175,0.0
624,-3.3140000000000025e-05,1623,0.0
625,5.6979999999999986e-05,-562,0.0
626,-3.4100000000000016e-05,1792,0.0
627,-3.2189999999999975e-05,2274,0.0
628,-3.3140000000000025e-05,2241,0.0
629,-3.4100000000000016e-05,-585,0.0
630,-3.194999999999999e-05,1792,0.0
631,-3.2189999999999975e-05,-564,0.0
632,-2.9090000000000008e-05,1686,0.0
633,5.078e-05,2083,0.0
634,-3.910000000000003e-05,2136,0.0
635,5.2929999999999996e-05,4796,0.0
636,-4.0300000000000004e-05,2254,0.0
637,-4.410999999999998e-05,4790,0.0
638,-2.9090000000000008e-05,4681,0.0
639,-3.0040000000000004e-05,2296,0.0
640,-3.2189999999999975e-05,1769,0.0
641,4.387e-05,1674,0.0
642,-2.9090000000000008e-05,-539,0.0
643,-3.696e-05,4696,0.0
644,-4.911999999999999e-05,-584,0.0
645,4.291000000000001e-05,2234,0.0
646,-3.0279999999999988e-05,1829,0.0
647,-3.0999999999999995e-05,2420,0.0
648,-3.2189999999999975e-05,2355,0.0
649,-2.9090000000000008e-05,-610,0.0
650,-3.3140000000000025e-05,1920,0.0
651,-3.600000000000001e-05,2134,0.0
652,-3.623999999999999e-05,1944,0.0
653,-3.505000000000001e-05,-499,0.0
654,-2.8140000000000012e-05,2497,0.0
655,-2.6939999999999983e-05,-593,0.0
656,-4.387e-05,2474,0.0
657,-3.505000000000001e-05,1749,0.0
658,-2.6940000000000037e-05,1807,0.0
659,-3.076000000000001e-05,1726,0.0
660,-3.194999999999999e-05,2069,0.0
661,-6.89e-05,2386,0.0
662,-2.67e-05,1873,0.0
663,-3.290000000000004e-05,4754,0.0
664,-2.8850000000000024e-05,1832,0.0
665,-4.387e-05,1873,0.0
666,-3.0999999999999995e-05,2315,0.0
667,-2.7900000000000028e-05,4726,0.0
668,-3.386000000000003e-05,2357,0.0
669,-3.290000000000004e-05,2064,0.0
670,-3.076000000000001e-05,2212,0.0
671,-3.386000000000003e-05,2110,0.0
672,-3.481000000000003e-05,1604,0.0
673,-2.8850000000000024e-05,2354,0.0
674,-3.481000000000003e-05,2080,0.0
675,-2.980000000000002e-05,2295,0.0
676,-3.386000000000003e-05,4714,0.0
677,-3.7909999999999994e-05,2229,0.0
678,-3.0999999999999995e-05,1901,0.0
679,-3.076000000000001e-05,1446,0.0
680,-3.386000000000003e-05,1920,0.0
681,2.908999999999998e-05,-580,0.0
682,-3.696e-05,2312,0.0
683,-3.290000000000004e-05,2240,0.0
