rank,speed_loss,rank_loss,label
1300,-3.0040000000000004e-05,4021,0.0
1301,-3.217999999999998e-05,1802,0.0
1302,-4.004999999999997e-05,1628,0.0
1303,5.889e-05,1363,0.0
1304,-2.6219999999999976e-05,1145,0.0
1305,-3.0040000000000004e-05,1043,0.0
1306,-2.8129999999999963e-05,1130,0.0
1307,-2.408e-05,-1057,0.0
1308,5.699000000000001e-05,1743,0.0
1309,-2.7179999999999967e-05,-1192,0.0
1310,-2.9080000000000013e-05,1608,0.0
1311,-2.8129999999999963e-05,1403,0.0
1312,-3.1229999999999984e-05,1551,0.0
1313,-2.408e-05,1627,0.0
1314,-0.00011204999999999999,989,0.0
1315,-2.9080000000000013e-05,1498,0.0
1316,-3.313999999999997e-05,1377,0.0
1317,-2.788999999999998e-05,1284,0.0
1318,-3.1229999999999984e-05,1114,0.0
1319,-2.5029999999999996e-05,3832,0.0
1320,-2.9080000000000013e-05,-1251,0.0
1321,-3.1229999999999984e-05,1606,0.0
1322,-2.5029999999999996e-05,808,0.0
1323,-2.408e-05,1243,0.0
1324,-2.5979999999999992e-05,920,0.0
1325,-3.099e-05,1519,0.0
1326,-2.3840000000000016e-05,1166,0.0
1327,-2.6949999999999977e-05,1212,0.0
1328,-3.194999999999999e-05,-1275,0.0
1329,-2.4800000000000007e-05,908,0.0
1330,-2.8850000000000024e-05,1120,0.0
1331,4.601e-05,1724,0.0
1332,3.718999999999999e-05,1114,0.0
1333,-2.1699999999999985e-05,1128,0.0
1334,-2.5750000000000002e-05,1667,0.0
1335,-2.9810000000000014e-05,1445,0.0
1336,5.911999999999999e-05,1452,0.0
1337,-2.9810000000000014e-05,1568,0.0
1338,-2.7899999999999973e-05,1434,0.0
1339,-3.1710000000000006e-05,1499,0.0
1340,-2.5750000000000002e-05,1672,0.0
1341,-2.7899999999999973e-05,1474,0.0
1342,4.720000000000001e-05,1178,0.0
1343,-2.4800000000000007e-05,-1272,0.0
1344,-2.385000000000001e-05,1720,0.0
1345,-2.385000000000001e-05,1536,0.0
1346,5.817000000000002e-05,1079,0.0
1347,-4.793000000000001e-05,-1223,0.0
1348,-2.4800000000000007e-05,1357,0.0
1349,-2.385000000000001e-05,-1097,0.0
1350,-3.0999999999999995e-05,1632,0.0
1351,-3.076000000000001e-05,1559,0.0
1352,-2.1940000000000024e-05,1352,0.0
1353,-2.289000000000002e-05,1377,0.0
1354,-2.8609999999999985e-05,3994,0.0
1355,-2.408e-05,1332,0.0
1356,-2.5029999999999996e-05,965,0.0
1357,-3.4330000000000005e-05,1769,0.0
1358,-2.408e-05,882,0.0
1359,-2.8130000000000017e-05,-1266,0.0
1360,-2.9090000000000008e-05,1012,0.0
1361,-3.194999999999999e-05,1288,0.0
1362,-3.9099999999999975e-05,1642,0.0
1363,-2.408e-05,1709,0.0
1364,-3.1229999999999984e-05,-1206,0.0
1365,-2.8130000000000017e-05,1478,0.0
1366,-2.526999999999998e-05,4050,0.0
1367,-2.7179999999999967e-05,899,0.0
1368,-3.0040000000000004e-05,916,0.0
1369,-2.5029999999999996e-05,1735,0.0
1370,-2.5029999999999996e-05,1466,0.0
1371,-2.9090000000000008e-05,747,0.0
1372,-3.600000000000001e-05,-1259,0.0
1373,-3.0040000000000004e-05,1689,0.0
1374,-2.8130000000000017e-05,1189,0.0
1375,-2.622999999999997e-05,878,0.0
1376,-2.526999999999998e-05,1022,0.0
1377,-2.9090000000000008e-05,4095,0.0
1378,-3.2189999999999975e-05,3947,0.0
1379,-4.2199999999999996e-05,1710,0.0
1380,-2.9090000000000008e-05,1247,0.0
1381,-2.9090000000000008e-05,-1303,0.0
1382,-4.505999999999998e-05,746,0.0
1383,-2.9090000000000008e-05,1211,0.0
1384,-2.5029999999999996e-05,831,0.0
1385,-2.7890000000000033e-05,1696,0.0
1386,-2.8850000000000024e-05,1034,0.0
1387,-2.7649999999999994e-05,1359,0.0
1388,-2.7890000000000033e-05,1089,0.0
1389,-3.099e-05,1253,0.0
1390,-3.2899999999999987e-05,1571,0.0
1391,-2.6939999999999983e-05,892,0.0
1392,-2.8850000000000024e-05,-1146,0.0
1393,-2.7890000000000033e-05,3996,0.0
1394,-2.7890000000000033e-05,1451,0.0
1395,-2.5750000000000002e-05,1654,0.0
1396,-2.7890000000000033e-05,1312,0.0
1397,-2.7890000000000033e-05,1361,0.0
1398,-3.0040000000000004e-05,-1355,0.0
1399,-2.3840000000000016e-05,-1367,0.0
1400,-4.196000000000001e-05,4018,0.0
1401,6.603999999999998e-05,1686,0.0
1402,-2.7649999999999994e-05,1409,0.0
1403,-4.077000000000003e-05,1066,0.0
1404,-2.479000000000001e-05,1178,0.0
1405,7.319999999999999e-05,-1252,0.0
1406,5.4120000000000004e-05,3988,0.0
1407,-2.8850000000000024e-05,1153,0.0
1408,-2.3840000000000016e-05,-1292,0.0
1409,-2.5989999999999987e-05,933,0.0
1410,-2.9090000000000008e-05,1536,0.0
1411,-2.8850000000000024e-05,1110,0.0
1412,-2.479000000000001e-05,1595,0.0
1413,5.602999999999999e-05,1134,0.0
1414,-2.5989999999999987e-05,-1281,0.0
1415,-2.7890000000000033e-05,1205,0.0
1416,-2.503999999999999e-05,1221,0.0
1417,-2.5989999999999987e-05,3895,0.0
1418,-4.7210000000000004e-05,1316,0.0
1419,-2.622999999999997e-05,712,0.0
1420,-2.3130000000000004e-05,885,0.0
1421,-2.622999999999997e-05,1566,0.0
1422,6.1029999999999976e-05,1057,0.0
1423,-2.3840000000000016e-05,1278,0.0
1424,-3.505000000000001e-05,-1276,0.0
1425,-2.7900000000000028e-05,1697,0.0
1426,-2.8140000000000012e-05,921,0.0
1427,-2.5750000000000002e-05,3895,0.0
1428,-3.386000000000003e-05,-1181,0.0
1429,-3.5760000000000024e-05,999,0.0
1430,-2.8850000000000024e-05,1430,0.0
1431,6.199e-05,693,0.0
1432,-2.9090000000000008e-05,954,0.0
1433,-2.7900000000000028e-05,1428,0.0
1434,-2.8850000000000024e-05,1481,0.0
1435,6.581e-05,1389,0.0
1436,-3.0040000000000004e-05,877,0.0
1437,-2.6940000000000037e-05,1646,0.0
1438,-2.0020000000000042e-05,-1312,0.0
1439,-2.312000000000001e-05,1014,0.0
1440,-4.983e-05,1057,0.0
1441,-2.0980000000000033e-05,1503,0.0
1442,-2.7890000000000033e-05,860,0.0
1443,-2.7890000000000033e-05,4007,0.0
1444,-2.7890000000000033e-05,1294,0.0
1445,-2.5029999999999996e-05,1083,0.0
1446,-2.7890000000000033e-05,1073,0.0
1447,-2.479000000000001e-05,-1281,0.0
1448,-3.290000000000004e-05,-1415,0.0
1449,-3.600000000000001e-05,3896,0.0
1450,-2.6940000000000037e-05,3880,0.0
1451,-3.0990000000000054e-05,3930,0.0
1452,-2.599000000000004e-05,684,0.0
1453,-5.7220000000000025e-05,1331,0.0
1454,-2.718000000000002e-05,1462,0.0
1455,-2.599000000000004e-05,1644,0.0
1456,-2.0980000000000033e-05,1412,0.0
1457,-2.8850000000000024e-05,1553,0.0
1458,7.009999999999997e-05,1576,0.0
1459,-2.0030000000000037e-05,1222,0.0
1460,-2.1220000000000017e-05,-1410,0.0
1461,-3.409000000000002e-05,893,0.0
1462,-2.408e-05,3946,0.0
1463,-2.312999999999995e-05,775,0.0
1464,-3.0040000000000004e-05,951,0.0
1465,5.7930000000000037e-05,3844,0.0
1466,-2.503999999999999e-05,-1424,0.0
1467,5.912000000000002e-05,954,0.0
1468,-1.8119999999999996e-05,2492,0.0
1469,-2.4800000000000007e-05,1574,0.0
1470,-2.0260000000000026e-05,1326,0.0
1471,-2.4080000000000054e-05,3916,0.0
1472,-2.3120000000000063e-05,1068,0.0
1473,-2.0020000000000042e-05,3841,0.0
1474,-2.0019999999999988e-05,813,0.0
1475,-1.9309999999999976e-05,-1330,0.0
1476,-1.717e-05,3871,0.0
1477,-1.5020000000000029e-05,1262,0.0
1478,-2.1940000000000024e-05,1355,0.0
1479,-2.3130000000000004e-05,981,0.0
1480,-1.8840000000000003e-05,1198,0.0
1481,-1.979e-05,764,0.0
1482,-3.1939999999999996e-05,1152,0.0
1483,-1.5020000000000029e-05,-1472,0.0
1484,7.390999999999998e-05,788,0.0
1485,3.981999999999998e-05,1493,0.0
1486,7.605999999999997e-05,953,0.0
1487,-1.9070000000000046e-05,1663,0.0
1488,-1.5020000000000029e-05,3832,0.0
1489,-1.5019999999999975e-05,941,0.0
1490,-1.812000000000005e-05,1225,0.0
1491,-1.8840000000000003e-05,960,0.0
1492,-1.2879999999999999e-05,1813,0.0
1493,-1.167999999999997e-05,909,0.0
1494,-1.1920000000000008e-05,1170,0.0
1495,-2.7179999999999967e-05,1197,0.0
1496,-1.7160000000000005e-05,975,0.0
1497,-2.0259999999999972e-05,861,0.0
1498,-1.5729999999999932e-05,1097,0.0
1499,-1.7879999999999958e-05,1249,0.0
1500,-1.7879999999999958e-05,3947,0.0
1501,-2.0019999999999934e-05,1421,0.0
1502,-2.0979999999999924e-05,3913,0.0
1503,-1.621000000000001e-05,-1446,0.0
1504,6.485000000000003e-05,938,0.0
1505,-2.8850000000000024e-05,851,0.0
1506,-2.193000000000003e-05,607,0.0
1507,-1.7880000000000012e-05,1245,0.0
1508,-1.1920000000000008e-05,1127,0.0
1509,-1.717e-05,1301,0.0
1510,-1.0020000000000016e-05,978,0.0
1511,-9.060000000000025e-06,-1466,0.0
1512,-9.060000000000025e-06,1017,0.0
1513,-1.5020000000000029e-05,913,0.0
1514,-1.4069999999999979e-05,1405,0.0
1515,-1.0970000000000012e-05,1339,0.0
1516,-1.2640000000000015e-05,591,0.0
1517,-2.8850000000000024e-05,1008,0.0
1518,-1.2870000000000004e-05,1039,0.0
1519,-8.100000000000034e-06,1192,0.0
1520,-7.150000000000038e-06,1139,0.0
1521,-3.1950000000000045e-05,1329,0.0
1522,-2.9090000000000008e-05,-1435,0.0
1523,-9.30000000000001e-06,-1465,0.0
1524,-1.477999999999999e-05,1132,0.0
1525,-1.477999999999999e-05,3866,0.0
1526,-1.2160000000000046e-05,884,0.0
1527,-1.026e-05,1263,0.0
1528,-9.30000000000001e-06,899,0.0
1529,-1.4310000000000017e-05,887,0.0
1530,-1.3829999999999995e-05,1214,0.0
1531,-7.86999999999999e-06,1352,0.0
1532,-1.0960000000000017e-05,859,0.0
1533,-1.2159999999999992e-05,-1456,0.0
1534,-7.859999999999996e-06,2466,0.0
1535,8.297e-05,1290,0.0
1536,-1.1920000000000008e-05,1067,0.0
1537,-7.86999999999999e-06,754,0.0
1538,-1.0970000000000012e-05,1563,0.0
1539,-8.109999999999975e-06,-1418,0.0
1540,-4.060000000000012e-06,-1489,0.0
1541,-5.960000000000004e-06,3902,0.0
1542,-1.5260000000000013e-05,-741,0.0
1543,-8.100000000000034e-06,-1292,0.0
1544,-2.860000000000037e-06,760,0.0
1545,-1.0960000000000017e-05,1115,0.0
1546,-2.620000000000053e-06,-1212,0.0
1547,-2.150000000000025e-06,39,0.0
1548,-9.30000000000001e-06,-461,0.0
1549,-1.1900000000000343e-06,-987,0.0
1550,-2.718000000000002e-05,-685,0.0
1551,-1.717e-05,-324,0.0
1552,-2.150000000000025e-06,-305,0.0
1553,-7.150000000000038e-06,-220,0.0
1554,-8.350000000000013e-06,33,0.0
1555,-2.8599999999999828e-06,-203,0.0
1556,-1.909999999999987e-06,177,0.0
1557,-9.059999999999971e-06,-810,0.0
1558,-9.769999999999983e-06,-938,0.0
1559,-1.5729999999999987e-05,-1110,0.0
1560,-1.1919999999999954e-05,-833,0.0
1561,8.512000000000003e-05,-354,0.0
1562,-5.95999999999995e-06,-42,0.0
1563,-1.909999999999987e-06,207,0.0
1564,-1.692999999999996e-05,-1127,0.0
1565,-7.86999999999999e-06,278,0.0
1566,-8.110000000000029e-06,-73,0.0
1567,-1.2000000000000292e-06,-343,0.0
1568,-2.528000000000003e-05,-975,0.0
1569,-7.160000000000033e-06,-430,0.0
1570,-3.100000000000021e-06,257,0.0
1571,-5.010000000000008e-06,-916,0.0
1572,-7.160000000000033e-06,-1328,0.0
1573,-9.30000000000001e-06,198,0.0
1574,-8.110000000000029e-06,-1210,0.0
1575,-4.060000000000012e-06,-765,0.0
1576,-3.3400000000000053e-06,319,0.0
1577,-3.3400000000000053e-06,-970,0.0
1578,-1.6220000000000004e-05,10,0.0
1579,-2.150000000000025e-06,-669,0.0
1580,-2.3130000000000004e-05,49,0.0
1581,-9.060000000000025e-06,-1191,0.0
1582,-1.3120000000000037e-05,-596,0.0
1583,-6.200000000000042e-06,-417,0.0
1584,-5.249999999999992e-06,-922,0.0
1585,-2.3900000000000093e-06,-719,0.0
1586,9.49999999999996e-07,248,0.0
1587,9.49999999999996e-07,-441,0.0
1588,0.0,-1045,0.0
1589,-9.059999999999971e-06,-463,0.0
1590,7.105000000000002e-05,-1121,0.0
1591,-5.009999999999954e-06,-323,0.0
1592,-9.059999999999971e-06,-1378,0.0
1593,-6.919999999999995e-06,38,0.0
1594,-1.909999999999987e-06,-1058,0.0
1595,-1.909999999999987e-06,-1202,0.0
1596,-2.8599999999999828e-06,-897,0.0
1597,-2.408e-05,-85,0.0
1598,-1.8840000000000003e-05,-104,0.0
1599,-1.909999999999987e-06,-1018,0.0
1600,-9.599999999999908e-07,-1412,0.0
1601,-5.960000000000004e-06,-307,0.0
1602,-7.86999999999999e-06,51,0.0
1603,-4.059999999999958e-06,-915,0.0
1604,6.818000000000001e-05,-1414,0.0
1605,-1.3119999999999983e-05,-86,0.0
1606,-5.009999999999954e-06,-388,0.0
1607,-7.86999999999999e-06,-254,0.0
1608,-1.8119999999999996e-05,186,0.0
1609,7.009000000000003e-05,-481,0.0
1610,-1.909999999999987e-06,-61,0.0
1611,-1.909999999999987e-06,161,0.0
1612,-1.909999999999987e-06,-1148,0.0
1613,-9.059999999999971e-06,-102,0.0
1614,-6.919999999999995e-06,-1160,0.0
1615,-9.599999999999908e-07,78,0.0
1616,-6.919999999999995e-06,-373,0.0
1617,-1.909999999999987e-06,-1193,0.0
1618,-9.599999999999908e-07,-150,0.0
1619,-3.5769999999999964e-05,-1151,0.0
1620,-1.1920000000000008e-05,212,0.0
1621,-9.059999999999971e-06,70,0.0
1622,-6.919999999999995e-06,782,0.0
1623,-5.009999999999954e-06,-1137,0.0
1624,-4.76999999999997e-06,-147,0.0
1625,-5.009999999999954e-06,-1004,0.0
1626,-7.200000000000067e-07,-968,0.0
1627,0.0,-763,0.0
1628,-5.009999999999954e-06,-1334,0.0
1629,2.4000000000003836e-07,-385,0.0
1630,-1.4069999999999979e-05,-3,0.0
1631,0.0,-532,0.0
1632,-2.149999999999971e-06,-194,0.0
1633,-7.86999999999999e-06,-904,0.0
1634,-2.0029999999999983e-05,-1322,0.0
1635,-2.7899999999999973e-05,-794,0.0
1636,-4.76999999999997e-06,-372,0.0
1637,7.915000000000003e-05,-1031,0.0
1638,-5.960000000000004e-06,-769,0.0
1639,-5.7199999999999656e-06,-1117,0.0
1640,-4.289999999999947e-06,97,0.0
1641,-2.8129999999999963e-05,37,0.0
1642,-2.3799999999999603e-06,-1034,0.0
1643,-2.3999999999998415e-07,-1208,0.0
1644,-1.4299999999999643e-06,-700,0.0
1645,-1.1899999999999801e-06,-852,0.0
1646,-5.239999999999997e-06,-1140,0.0
1647,-3.339999999999951e-06,-321,0.0
1648,-4.049999999999963e-06,-473,0.0
1649,-8.09999999999998e-06,-838,0.0
1650,-1.1899999999999801e-06,35,0.0
1651,-7.149999999999984e-06,-906,0.0
1652,-5.239999999999997e-06,-106,0.0
1653,7.200000000000067e-07,-695,0.0
1654,-6.199999999999988e-06,-28,0.0
1655,-1.835999999999998e-05,-1308,0.0
1656,0.0,-665,0.0
1657,-7.149999999999984e-06,-711,0.0
1658,-1.4059999999999984e-05,-830,0.0
1659,-5.960000000000004e-06,-431,0.0
1660,-5.000000000000013e-06,-177,0.0
1661,-7.859999999999996e-06,-713,0.0
1662,-4.049999999999963e-06,-540,0.0
1663,5.2930000000000023e-05,-850,0.0
1664,-5.960000000000004e-06,-21,0.0
1665,-5.000000000000013e-06,-624,0.0
1666,8.703000000000001e-05,-1271,0.0
1667,-9.49999999999996e-07,-1275,0.0
1668,-5.960000000000004e-06,1560,0.0
1669,9.013e-05,-325,0.0
1670,-9.49999999999996e-07,-1072,0.0
1671,0.0,120,0.0
1672,-9.49999999999996e-07,-132,0.0
1673,-5.960000000000004e-06,-1371,0.0
1674,9.489000000000001e-05,-690,0.0
1675,0.0,-538,0.0
1676,-7.149999999999984e-06,-829,0.0
1677,-4.049999999999963e-06,-364,0.0
1678,2.3999999999998415e-07,-371,0.0
1679,-9.059999999999971e-06,-616,0.0
1680,-2.1929999999999975e-05,-124,0.0
1681,-1.1920000000000008e-05,64,0.0
1682,-4.049999999999963e-06,-1397,0.0
1683,-5.960000000000004e-06,-731,0.0
1684,-2.8599999999999828e-06,-243,0.0
1685,2.3999999999998415e-07,-118,0.0
1686,-6.91e-06,-30,0.0
1687,-5.960000000000004e-06,-972,0.0
1688,0.0,-392,0.0
1689,-1.8119999999999996e-05,-904,0.0
1690,7.701000000000002e-05,-1325,0.0
1691,9.599999999999908e-07,-859,0.0
1692,-9.059999999999971e-06,-534,0.0
1693,9.599999999999908e-07,-935,0.0
1694,-5.960000000000004e-06,-1320,0.0
1695,0.0,-346,0.0
1696,0.0,-566,0.0
1697,-5.000000000000013e-06,-1249,0.0
1698,-1.4059999999999984e-05,-1044,0.0
1699,0.0,-647,0.0
1700,-5.000000000000013e-06,-4,0.0
1701,-1.1920000000000008e-05,165,0.0
1702,-1.0960000000000017e-05,-863,0.0
1703,-4.759999999999975e-06,-683,0.0
1704,-7.149999999999984e-06,-29,0.0
1705,-4.759999999999975e-06,-1279,0.0
1706,-4.049999999999963e-06,5,0.0
1707,-5.960000000000004e-06,-36,0.0
1708,-1.899999999999992e-06,-629,0.0
1709,-9.49999999999996e-07,-94,0.0
1710,-9.49999999999996e-07,179,0.0
1711,0.0,-167,0.0
1712,-4.049999999999963e-06,-932,0.0
1713,-7.859999999999996e-06,-762,0.0
1714,-2.1929999999999975e-05,-19,0.0
1715,-2.8130000000000017e-05,-775,0.0
1716,-7.149999999999984e-06,-967,0.0
1717,-4.049999999999963e-06,-18,0.0
1718,7.511e-05,-1266,0.0
1719,6.009e-05,-243,0.0
1720,-7.149999999999984e-06,-555,0.0
1721,-5.000000000000013e-06,80,0.0
1722,9.108e-05,-1257,0.0
1723,-8.09999999999998e-06,-1529,0.0
1724,-3.8099999999999788e-06,-927,0.0
1725,-1.1899999999999801e-06,-215,0.0
1726,-5.000000000000013e-06,-108,0.0
1727,-5.000000000000013e-06,-1141,0.0
1728,7.511e-05,-165,0.0
1729,-5.960000000000004e-06,33,0.0
1730,-1.0009999999999967e-05,163,0.0
1731,-5.000000000000013e-06,-184,0.0
1732,-4.049999999999963e-06,-240,0.0
1733,1.909999999999987e-06,-133,0.0
1734,-5.960000000000004e-06,-723,0.0
1735,-2.097999999999998e-05,-1385,0.0
1736,7.487000000000002e-05,-1045,0.0
1737,2.3999999999998415e-07,-612,0.0
1738,-4.049999999999963e-06,-1536,0.0
1739,-5.000000000000013e-06,85,0.0
1740,-2.0019999999999988e-05,-1073,0.0
1741,-2.097999999999998e-05,-282,0.0
1742,-1.2870000000000004e-05,-54,0.0
1743,-4.049999999999963e-06,-1004,0.0
1744,-7.149999999999984e-06,-551,0.0
1745,0.0,-1569,0.0
1746,-8.09999999999998e-06,-1220,0.0
1747,-6.91e-06,106,0.0
1748,-2.8599999999999828e-06,-1444,0.0
1749,9.418000000000002e-05,-500,0.0
1750,-5.000000000000013e-06,-573,0.0
1751,-2.8599999999999828e-06,-406,0.0
1752,-1.8119999999999996e-05,-646,0.0
1753,-5.000000000000013e-06,-201,0.0
1754,-5.000000000000013e-06,-485,0.0
1755,-5.000000000000013e-06,-432,0.0
1756,-4.387e-05,-939,0.0
1757,-7.149999999999984e-06,-1430,0.0
1758,-2.3130000000000004e-05,-989,0.0
1759,7.081000000000001e-05,-1127,0.0
1760,-4.050000000000017e-06,102,0.0
1761,-3.099999999999967e-06,-52,0.0
1762,9.49999999999996e-07,-527,0.0
1763,7.892000000000001e-05,-592,0.0
1764,-2.289000000000002e-05,-740,0.0
1765,0.0,-1071,0.0
1766,-5.010000000000008e-06,34,0.0
1767,-4.050000000000017e-06,77,0.0
1768,-3.099999999999967e-06,-1306,0.0
1769,-2.3130000000000004e-05,-585,0.0
1770,2.8599999999999828e-06,-1255,0.0
1771,2.150000000000025e-06,-160,0.0
1772,1.909999999999987e-06,-409,0.0
1773,-4.050000000000017e-06,-1100,0.0
1774,-1.1920000000000008e-05,-878,0.0
1775,-4.410999999999998e-05,-476,0.0
1776,0.0,-1581,0.0
1777,-3.099999999999967e-06,-1299,0.0
1778,-1.909999999999987e-06,37,0.0
1779,-5.010000000000008e-06,-1226,0.0
1780,8.392e-05,-1096,0.0
1781,0.0,-1557,0.0
1782,-2.2170000000000013e-05,-1608,0.0
1783,-7.149999999999984e-06,-1311,0.0
1784,-2.8599999999999828e-06,-829,0.0
1785,-9.49999999999996e-07,-965,0.0
1786,-2.149999999999971e-06,-1383,0.0
1787,-4.050000000000017e-06,-170,0.0
1788,-3.099999999999967e-06,108,0.0
1789,6.0800000000000014e-05,-1055,0.0
1790,-8.109999999999975e-06,-1259,0.0
1791,9.49999999999996e-07,-179,0.0
1792,7.796000000000002e-05,44,0.0
1793,-7.86999999999999e-06,-1524,0.0
1794,1.909999999999987e-06,-18,0.0
1795,8.988e-05,-437,0.0
1796,-1.2159999999999992e-05,-441,0.0
1797,-4.050000000000017e-06,-1460,0.0
1798,-4.050000000000017e-06,37,0.0
1799,-1.0970000000000012e-05,-154,0.0
1800,0.0,-478,0.0
1801,9.49999999999996e-07,-1163,0.0
1802,-5.010000000000008e-06,-532,0.0
1803,-6.91e-06,-999,0.0
1804,-1.9069999999999992e-05,-1155,0.0
1805,-4.050000000000017e-06,-761,0.0
1806,-5.960000000000004e-06,-800,0.0
1807,-3.099999999999967e-06,-680,0.0
1808,-1.909999999999987e-06,1453,0.0
1809,-2.6939999999999983e-05,-137,0.0
1810,-2.1220000000000017e-05,-1514,0.0
1811,-4.1010000000000016e-05,-1543,0.0
1812,-4.050000000000017e-06,-1225,0.0
1813,-5.960000000000004e-06,-218,0.0
1814,-4.196000000000001e-05,-326,0.0
1815,0.0,-755,0.0
1816,-5.249999999999992e-06,-487,0.0
1817,-2.5029999999999996e-05,-1092,0.0
1818,-2.3130000000000004e-05,-1429,0.0
1819,-4.050000000000017e-06,-938,0.0
1820,-1.1899999999999801e-06,-477,0.0
1821,-4.050000000000017e-06,-645,0.0
1822,-3.099999999999967e-06,-267,0.0
1823,-6.91e-06,-1232,0.0
1824,9.49999999999996e-07,-230,0.0
1825,-4.050000000000017e-06,-891,0.0
1826,-5.960000000000004e-06,-1403,0.0
1827,2.150000000000025e-06,-895,0.0
1828,-3.8099999999999788e-06,-480,0.0
1829,4.314999999999999e-05,-373,0.0
1830,9.084000000000002e-05,-626,0.0
1831,-4.050000000000017e-06,-623,0.0
1832,1.909999999999987e-06,-1503,0.0
1833,-5.010000000000008e-06,-1127,0.0
1834,2.150000000000025e-06,-164,0.0
1835,0.0,-803,0.0
1836,0.0,-416,0.0
1837,-6.91e-06,-828,0.0
1838,-1.596999999999997e-05,-128,0.0
1839,-3.099e-05,-308,0.0
1840,-4.050000000000017e-06,-1496,0.0
1841,-7.149999999999984e-06,-1644,0.0
1842,-5.010000000000008e-06,-1556,0.0
1843,2.8599999999999828e-06,-1341,0.0
1844,0.0,-329,0.0
1845,0.0,-80,0.0
1846,-4.050000000000017e-06,-1328,0.0
1847,-6.91e-06,-1394,0.0
1848,-2.149999999999971e-06,-838,0.0
1849,-1.1899999999999801e-06,-68,0.0
1850,-4.050000000000017e-06,-1453,0.0
1851,-8.109999999999975e-06,-1120,0.0
1852,-5.010000000000008e-06,-1033,0.0
1853,9.49999999999996e-07,-686,0.0
1854,-5.010000000000008e-06,-618,0.0
1855,-4.050000000000017e-06,-536,0.0
1856,-9.49999999999996e-07,-1192,0.0
1857,-2.7899999999999973e-05,-458,0.0
1858,-2.0029999999999983e-05,-1216,0.0
1859,-2.1929999999999975e-05,-14,0.0
1860,-2.8130000000000017e-05,-779,0.0
1861,-2.0029999999999983e-05,-453,0.0
1862,0.0,-1136,0.0
1863,-2.8599999999999828e-06,-799,0.0
1864,-5.010000000000008e-06,-214,0.0
1865,-5.960000000000004e-06,-198,0.0
1866,9.49999999999996e-07,-991,0.0
1867,-9.49999999999996e-07,-1273,0.0
1868,-4.050000000000017e-06,-360,0.0
1869,-5.249999999999992e-06,-1511,0.0
1870,9.108e-05,-1537,0.0
1871,-5.010000000000008e-06,-292,0.0
1872,-5.010000000000008e-06,-875,0.0
1873,-5.010000000000008e-06,-274,0.0
1874,-2.6939999999999983e-05,-264,0.0
1875,-2.718000000000002e-05,-1060,0.0
1876,-0.0005478900000000001,-1442,0.0
1877,-2.289000000000002e-05,-723,0.0
1878,-9.49999999999996e-07,-1309,0.0
1879,-4.770000000000024e-06,-1122,0.0
1880,-2.980000000000002e-05,-295,0.0
1881,-3.0750000000000016e-05,-844,0.0
1882,-2.193000000000003e-05,-1019,0.0
1883,-1.979e-05,-719,0.0
1884,-2.8850000000000024e-05,-1194,0.0
1885,-1.1680000000000024e-05,-1603,0.0
1886,-4.770000000000024e-06,-1296,0.0
1887,-2.289000000000002e-05,-427,0.0
1888,-2.67e-05,-256,0.0
1889,1.1899999999999801e-06,-164,0.0
1890,-1.669000000000003e-05,-1654,0.0
1891,-3.810000000000033e-06,-1649,0.0
1892,-4.770000000000024e-06,-403,0.0
1893,1.1899999999999801e-06,-752,0.0
1894,0.0,-1400,0.0
1895,2.3900000000000093e-06,-251,0.0
1896,2.3999999999998415e-07,-1273,0.0
1897,-2.765999999999999e-05,-1636,0.0
1898,-1.979e-05,-375,0.0
1899,-2.5750000000000002e-05,-921,0.0
1900,-2.67e-05,-6,0.0
1901,6.58e-05,-331,0.0
1902,-2.8140000000000012e-05,-1452,0.0
1903,-1.8119999999999996e-05,-1079,0.0
1904,-2.6230000000000025e-05,-1708,0.0
1905,-5.010000000000008e-06,-639,0.0
1906,-1.909999999999987e-06,-1231,0.0
1907,9.703000000000001e-05,-1726,0.0
1908,-2.7899999999999973e-05,-872,0.0
1909,-3.600000000000001e-05,-539,0.0
1910,-3.0040000000000004e-05,-1699,0.0
1911,6.485e-05,-1005,0.0
1912,-3.814999999999998e-05,-1009,0.0
1913,-2.503999999999999e-05,-440,0.0
1914,-2.6949999999999977e-05,-826,0.0
1915,-2.0029999999999983e-05,-838,0.0
1916,6.984999999999999e-05,-1509,0.0
1917,-3.9099999999999975e-05,-561,0.0
1918,-2.7899999999999973e-05,-1656,0.0
1919,-2.0029999999999983e-05,-1698,0.0
1920,-2.9090000000000008e-05,-516,0.0
1921,-2.8140000000000012e-05,-965,0.0
1922,-2.7899999999999973e-05,-326,0.0
1923,-2.718000000000002e-05,-1101,0.0
1924,-1.0020000000000016e-05,-640,0.0
1925,-4.060000000000012e-06,-217,0.0
1926,-2.0029999999999983e-05,-1402,0.0
1927,-1.9079999999999987e-05,-393,0.0
1928,-2.5989999999999987e-05,-1649,0.0
1929,-2.097999999999998e-05,-73,0.0
1930,-5.010000000000008e-06,1316,0.0
1931,-4.299999999999996e-06,-1145,0.0
1932,-2.027000000000002e-05,-1496,0.0
1933,-4.060000000000012e-06,-900,0.0
1934,-1.2159999999999992e-05,351,0.0
1935,-3.100000000000021e-06,2247,0.0
1936,-2.149999999999971e-06,-513,0.0
1937,-3.100000000000021e-06,-553,0.0
1938,-5.010000000000008e-06,-1510,0.0
1939,-2.7899999999999973e-05,-154,0.0
