Average.clustering.coefficient,Diameter..longest.shortest.path.,Edges.in.largest.SCC,Edges.in.largest.WCC,Fraction.of.closed.triangles,Nodes.in.largest.SCC,Nodes.in.largest.WCC,Number.of.triangles,X90.percentile.effective.diameter,algorithm,classif,dataset,nedges,nthreads,nvertices,package,runtime
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,109.0,16777216.0,1.0,1048576.0,3.0,0.52291186
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,109.0,16777216.0,1.0,1048576.0,4.0,0.27238979999999996
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,111.0,16777216.0,1.0,1048576.0,1.0,0.40399999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,111.0,16777216.0,1.0,1048576.0,3.0,0.470611955
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,111.0,16777216.0,1.0,1048576.0,4.0,0.2726188
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,113.0,16777216.0,1.0,1048576.0,1.0,0.402
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,113.0,16777216.0,1.0,1048576.0,3.0,0.47491976399999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,113.0,16777216.0,1.0,1048576.0,4.0,0.269899
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,115.0,16777216.0,1.0,1048576.0,1.0,0.405
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,115.0,16777216.0,1.0,1048576.0,3.0,0.47358381200000005
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,115.0,16777216.0,1.0,1048576.0,4.0,0.2716054
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,117.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,117.0,16777216.0,1.0,1048576.0,3.0,0.477211764
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,117.0,16777216.0,1.0,1048576.0,4.0,0.2708184
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,119.0,16777216.0,1.0,1048576.0,1.0,0.40399999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,119.0,16777216.0,1.0,1048576.0,3.0,0.48629000299999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,119.0,16777216.0,1.0,1048576.0,4.0,0.2716254
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,121.0,16777216.0,1.0,1048576.0,1.0,0.414
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,121.0,16777216.0,1.0,1048576.0,3.0,0.5446236210000001
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,121.0,16777216.0,1.0,1048576.0,4.0,0.2712172
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,123.0,16777216.0,1.0,1048576.0,1.0,0.4
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,123.0,16777216.0,1.0,1048576.0,3.0,0.47382962100000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,123.0,16777216.0,1.0,1048576.0,4.0,0.32767040000000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,125.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,125.0,16777216.0,1.0,1048576.0,3.0,0.47529205
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,125.0,16777216.0,1.0,1048576.0,4.0,0.2724078
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,127.0,16777216.0,1.0,1048576.0,1.0,0.405
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,127.0,16777216.0,1.0,1048576.0,3.0,0.472573764
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,127.0,16777216.0,1.0,1048576.0,4.0,0.2716362
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,129.0,16777216.0,1.0,1048576.0,1.0,0.39899999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,129.0,16777216.0,1.0,1048576.0,3.0,0.46906600299999995
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,129.0,16777216.0,1.0,1048576.0,4.0,0.2723164
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,131.0,16777216.0,1.0,1048576.0,1.0,0.405
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,131.0,16777216.0,1.0,1048576.0,3.0,0.472913621
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,131.0,16777216.0,1.0,1048576.0,4.0,0.2721378
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,133.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,133.0,16777216.0,1.0,1048576.0,3.0,0.478071621
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,133.0,16777216.0,1.0,1048576.0,4.0,0.28284879999999996
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,135.0,16777216.0,1.0,1048576.0,1.0,0.4
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,135.0,16777216.0,1.0,1048576.0,3.0,0.473723812
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,135.0,16777216.0,1.0,1048576.0,4.0,0.270597
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,137.0,16777216.0,1.0,1048576.0,1.0,0.40700000000000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,137.0,16777216.0,1.0,1048576.0,3.0,0.47340381200000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,137.0,16777216.0,1.0,1048576.0,4.0,0.27286740000000004
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,139.0,16777216.0,1.0,1048576.0,1.0,0.397
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,139.0,16777216.0,1.0,1048576.0,3.0,0.472725812
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,139.0,16777216.0,1.0,1048576.0,4.0,0.2701894
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,141.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,141.0,16777216.0,1.0,1048576.0,3.0,0.470161955
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,141.0,16777216.0,1.0,1048576.0,4.0,0.2718854
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,143.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,143.0,16777216.0,1.0,1048576.0,3.0,0.474631764
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,143.0,16777216.0,1.0,1048576.0,4.0,0.2722522
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,145.0,16777216.0,1.0,1048576.0,1.0,0.4
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,145.0,16777216.0,1.0,1048576.0,3.0,0.473379764
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,145.0,16777216.0,1.0,1048576.0,4.0,0.27211640000000004
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,147.0,16777216.0,1.0,1048576.0,1.0,0.409
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,147.0,16777216.0,1.0,1048576.0,3.0,0.47437962100000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,147.0,16777216.0,1.0,1048576.0,4.0,0.2703566
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,149.0,16777216.0,1.0,1048576.0,1.0,0.40399999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,149.0,16777216.0,1.0,1048576.0,3.0,0.476115955
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,149.0,16777216.0,1.0,1048576.0,4.0,0.27388920000000005
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,151.0,16777216.0,1.0,1048576.0,1.0,0.365
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,151.0,16777216.0,1.0,1048576.0,3.0,0.466715669
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,151.0,16777216.0,1.0,1048576.0,4.0,0.27109859999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,153.0,16777216.0,1.0,1048576.0,1.0,0.408
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,153.0,16777216.0,1.0,1048576.0,3.0,0.473479955
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,153.0,16777216.0,1.0,1048576.0,4.0,0.2720962
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,155.0,16777216.0,1.0,1048576.0,1.0,0.4
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,155.0,16777216.0,1.0,1048576.0,3.0,0.49078986
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,155.0,16777216.0,1.0,1048576.0,4.0,0.268878
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,157.0,16777216.0,1.0,1048576.0,1.0,0.4
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,157.0,16777216.0,1.0,1048576.0,3.0,0.48230581200000006
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,157.0,16777216.0,1.0,1048576.0,4.0,0.27169679999999996
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,159.0,16777216.0,1.0,1048576.0,1.0,0.41100000000000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,159.0,16777216.0,1.0,1048576.0,3.0,0.51845186
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,159.0,16777216.0,1.0,1048576.0,4.0,0.271884
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,161.0,16777216.0,1.0,1048576.0,1.0,0.406
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,161.0,16777216.0,1.0,1048576.0,3.0,0.45736586
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,161.0,16777216.0,1.0,1048576.0,4.0,0.272872
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,163.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,163.0,16777216.0,1.0,1048576.0,3.0,0.47603957399999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,163.0,16777216.0,1.0,1048576.0,4.0,0.2714692
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,165.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,165.0,16777216.0,1.0,1048576.0,3.0,0.479061621
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,165.0,16777216.0,1.0,1048576.0,4.0,0.27129380000000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,42.0,16777216.0,2.0,1048576.0,1.0,0.327
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,42.0,16777216.0,2.0,1048576.0,3.0,0.983603012
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,44.0,16777216.0,2.0,1048576.0,3.0,4.6271
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,46.0,16777216.0,2.0,1048576.0,1.0,0.311
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,46.0,16777216.0,2.0,1048576.0,3.0,1.04928444
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,46.0,16777216.0,2.0,1048576.0,4.0,0.172033
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,48.0,16777216.0,2.0,1048576.0,1.0,0.312
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,48.0,16777216.0,2.0,1048576.0,3.0,1.03709644
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,50.0,16777216.0,2.0,1048576.0,1.0,0.311
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,50.0,16777216.0,2.0,1048576.0,3.0,0.953097871
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,50.0,16777216.0,2.0,1048576.0,4.0,0.1864092
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,52.0,16777216.0,2.0,1048576.0,3.0,5.4586
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,54.0,16777216.0,2.0,1048576.0,1.0,0.324
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,54.0,16777216.0,2.0,1048576.0,3.0,0.940233772
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,54.0,16777216.0,2.0,1048576.0,4.0,0.194991
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,56.0,16777216.0,2.0,1048576.0,1.0,0.32299999999999995
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,56.0,16777216.0,2.0,1048576.0,3.0,0.964317105
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,58.0,16777216.0,2.0,1048576.0,1.0,0.324
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,58.0,16777216.0,2.0,1048576.0,3.0,1.067802202
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,58.0,16777216.0,2.0,1048576.0,4.0,0.17377320000000002
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,60.0,16777216.0,2.0,1048576.0,1.0,0.32299999999999995
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,60.0,16777216.0,2.0,1048576.0,3.0,0.966231582
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,60.0,16777216.0,2.0,1048576.0,4.0,0.1886526
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,62.0,16777216.0,2.0,1048576.0,1.0,0.311
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,62.0,16777216.0,2.0,1048576.0,3.0,1.095362538
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,64.0,16777216.0,2.0,1048576.0,1.0,0.302
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,64.0,16777216.0,2.0,1048576.0,3.0,1.001459871
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,66.0,16777216.0,2.0,1048576.0,1.0,0.313
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,66.0,16777216.0,2.0,1048576.0,3.0,0.9939402490000001
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,70.0,16777216.0,2.0,1048576.0,1.0,0.322
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,70.0,16777216.0,2.0,1048576.0,3.0,0.900207153
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,72.0,16777216.0,2.0,1048576.0,1.0,0.301
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,72.0,16777216.0,2.0,1048576.0,3.0,0.98329044
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,72.0,16777216.0,2.0,1048576.0,4.0,0.2026984
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,74.0,16777216.0,2.0,1048576.0,1.0,0.321
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,74.0,16777216.0,2.0,1048576.0,3.0,0.651031725
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,76.0,16777216.0,2.0,1048576.0,1.0,0.32299999999999995
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,76.0,16777216.0,2.0,1048576.0,3.0,0.9470112509999999
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,78.0,16777216.0,2.0,1048576.0,1.0,0.311
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,78.0,16777216.0,2.0,1048576.0,3.0,1.048305203
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,80.0,16777216.0,2.0,1048576.0,1.0,0.311
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,80.0,16777216.0,2.0,1048576.0,3.0,0.971284011
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,80.0,16777216.0,2.0,1048576.0,4.0,0.1884772
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,82.0,16777216.0,2.0,1048576.0,1.0,0.326
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,82.0,16777216.0,2.0,1048576.0,3.0,0.762531388
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,84.0,16777216.0,2.0,1048576.0,1.0,0.32299999999999995
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,84.0,16777216.0,2.0,1048576.0,3.0,1.069502202
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,86.0,16777216.0,2.0,1048576.0,3.0,5.78759
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,88.0,16777216.0,2.0,1048576.0,1.0,0.322
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,88.0,16777216.0,2.0,1048576.0,3.0,0.877615629
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,90.0,16777216.0,2.0,1048576.0,1.0,0.324
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,90.0,16777216.0,2.0,1048576.0,3.0,0.8483996290000001
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,92.0,16777216.0,2.0,1048576.0,1.0,0.313
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,92.0,16777216.0,2.0,1048576.0,3.0,0.8585102490000001
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,94.0,16777216.0,2.0,1048576.0,1.0,0.327
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,94.0,16777216.0,2.0,1048576.0,3.0,1.048549015
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,96.0,16777216.0,2.0,1048576.0,1.0,0.309
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,96.0,16777216.0,2.0,1048576.0,3.0,1.073604869
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,96.0,16777216.0,2.0,1048576.0,4.0,0.1792768
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,100.0,16777216.0,2.0,1048576.0,1.0,0.309
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,100.0,16777216.0,2.0,1048576.0,3.0,0.76729582
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,102.0,16777216.0,2.0,1048576.0,1.0,0.311
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,102.0,16777216.0,2.0,1048576.0,3.0,1.02765658
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,104.0,16777216.0,2.0,1048576.0,1.0,0.324
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,104.0,16777216.0,2.0,1048576.0,3.0,1.020485963
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,106.0,16777216.0,2.0,1048576.0,1.0,0.322
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,106.0,16777216.0,2.0,1048576.0,3.0,1.008460819
