Average.clustering.coefficient,Diameter..longest.shortest.path.,Edges.in.largest.SCC,Edges.in.largest.WCC,Fraction.of.closed.triangles,Nodes.in.largest.SCC,Nodes.in.largest.WCC,Number.of.triangles,X90.percentile.effective.diameter,algorithm,classif,dataset,nedges,nthreads,nvertices,package,runtime
0.5967,514.0,0.595,0.987,0.002746,0.489,0.956,64690980.0,9.9,0.0,good,187.0,7600595.0,1.0,685230.0,4.0,0.18047950000000001
0.5967,514.0,0.595,0.987,0.002746,0.489,0.956,64690980.0,9.9,0.0,good,189.0,7600595.0,2.0,685230.0,4.0,0.122304875
0.5967,514.0,0.595,0.987,0.002746,0.489,0.956,64690980.0,9.9,0.0,good,193.0,7600595.0,40.0,685230.0,4.0,0.082189375
0.5967,514.0,0.595,0.987,0.002746,0.489,0.956,64690980.0,9.9,0.0,good,194.0,7600595.0,48.0,685230.0,4.0,0.07844881299999999
0.5967,514.0,0.595,0.987,0.002746,0.489,0.956,64690980.0,9.9,0.0,good,195.0,7600595.0,56.0,685230.0,4.0,0.10826956300000001
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,177.0,1921660.0,1.0,1379917.0,1.0,0.0760625
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,177.0,1921660.0,1.0,1379917.0,0.0,0.07700499999999999
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,177.0,1921660.0,1.0,1379917.0,4.0,0.5305228129999999
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,179.0,1921660.0,2.0,1379917.0,1.0,0.0698125
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,179.0,1921660.0,2.0,1379917.0,0.0,0.072854375
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,179.0,1921660.0,2.0,1379917.0,4.0,0.38098775
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,182.0,1921660.0,4.0,1379917.0,1.0,0.07375
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,182.0,1921660.0,4.0,1379917.0,0.0,0.050628125
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,182.0,1921660.0,4.0,1379917.0,4.0,0.260173625
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,186.0,1921660.0,8.0,1379917.0,1.0,0.1024375
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,186.0,1921660.0,8.0,1379917.0,0.0,0.037420625
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,186.0,1921660.0,8.0,1379917.0,4.0,0.195128938
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,178.0,1921660.0,16.0,1379917.0,1.0,0.1739375
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,178.0,1921660.0,16.0,1379917.0,0.0,0.030955
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,178.0,1921660.0,16.0,1379917.0,4.0,0.14771375
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,180.0,1921660.0,24.0,1379917.0,1.0,0.2730625
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,180.0,1921660.0,24.0,1379917.0,0.0,0.03188875
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,180.0,1921660.0,24.0,1379917.0,4.0,0.13071125
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,181.0,1921660.0,32.0,1379917.0,1.0,0.3206875
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,181.0,1921660.0,32.0,1379917.0,0.0,0.19861375
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,181.0,1921660.0,32.0,1379917.0,4.0,0.149761688
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,183.0,1921660.0,40.0,1379917.0,1.0,0.3108125
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,183.0,1921660.0,40.0,1379917.0,0.0,0.237756875
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,183.0,1921660.0,40.0,1379917.0,4.0,0.2409505
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,184.0,1921660.0,48.0,1379917.0,1.0,0.3144375
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,184.0,1921660.0,48.0,1379917.0,0.0,0.2829475
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,184.0,1921660.0,48.0,1379917.0,4.0,0.269991375
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,185.0,1921660.0,56.0,1379917.0,1.0,0.314625
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,185.0,1921660.0,56.0,1379917.0,0.0,0.3466575
0.047,1056.0,0.978,0.978,0.020909999999999998,0.9790000000000001,0.9790000000000001,82869.0,670.0,0.0,good,185.0,1921660.0,56.0,1379917.0,4.0,0.289715063
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,41.0,16777216.0,1.0,1048576.0,1.0,0.40700000000000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,41.0,16777216.0,1.0,1048576.0,3.0,0.47297338299999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,41.0,16777216.0,1.0,1048576.0,4.0,0.2729296
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,43.0,16777216.0,1.0,1048576.0,3.0,2.52535
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,45.0,16777216.0,1.0,1048576.0,1.0,0.40399999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,45.0,16777216.0,1.0,1048576.0,3.0,0.491010003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,45.0,16777216.0,1.0,1048576.0,4.0,0.27333359999999995
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,47.0,16777216.0,1.0,1048576.0,1.0,0.40299999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,47.0,16777216.0,1.0,1048576.0,3.0,0.46165176399999996
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,47.0,16777216.0,1.0,1048576.0,4.0,0.2704046
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,49.0,16777216.0,1.0,1048576.0,1.0,0.408
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,49.0,16777216.0,1.0,1048576.0,3.0,0.47057181200000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,49.0,16777216.0,1.0,1048576.0,4.0,0.27286679999999996
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,51.0,16777216.0,1.0,1048576.0,3.0,2.35249
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,53.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,53.0,16777216.0,1.0,1048576.0,3.0,0.477945526
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,53.0,16777216.0,1.0,1048576.0,4.0,0.3088136
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,55.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,55.0,16777216.0,1.0,1048576.0,3.0,0.47571971700000004
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,55.0,16777216.0,1.0,1048576.0,4.0,0.2707456
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,57.0,16777216.0,1.0,1048576.0,1.0,0.40700000000000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,57.0,16777216.0,1.0,1048576.0,3.0,0.473260003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,57.0,16777216.0,1.0,1048576.0,4.0,0.2708196
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,59.0,16777216.0,1.0,1048576.0,1.0,0.40299999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,59.0,16777216.0,1.0,1048576.0,3.0,0.47294162100000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,59.0,16777216.0,1.0,1048576.0,4.0,0.27156420000000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,61.0,16777216.0,1.0,1048576.0,1.0,0.406
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,61.0,16777216.0,1.0,1048576.0,3.0,0.474029574
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,61.0,16777216.0,1.0,1048576.0,4.0,0.2720964
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,63.0,16777216.0,1.0,1048576.0,1.0,0.406
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,63.0,16777216.0,1.0,1048576.0,3.0,0.47578981200000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,63.0,16777216.0,1.0,1048576.0,4.0,0.3181422
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,65.0,16777216.0,1.0,1048576.0,1.0,0.408
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,65.0,16777216.0,1.0,1048576.0,3.0,0.47558986
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,65.0,16777216.0,1.0,1048576.0,4.0,0.27276940000000005
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,69.0,16777216.0,1.0,1048576.0,1.0,0.4
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,69.0,16777216.0,1.0,1048576.0,3.0,0.478445621
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,69.0,16777216.0,1.0,1048576.0,4.0,0.2711554
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,71.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,71.0,16777216.0,1.0,1048576.0,3.0,0.496317812
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,71.0,16777216.0,1.0,1048576.0,4.0,0.2726552
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,73.0,16777216.0,1.0,1048576.0,1.0,0.39899999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,73.0,16777216.0,1.0,1048576.0,3.0,0.47464190700000003
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,73.0,16777216.0,1.0,1048576.0,4.0,0.2710474
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,75.0,16777216.0,1.0,1048576.0,1.0,0.413
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,75.0,16777216.0,1.0,1048576.0,3.0,0.474619621
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,75.0,16777216.0,1.0,1048576.0,4.0,0.272809
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,77.0,16777216.0,1.0,1048576.0,1.0,0.39899999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,77.0,16777216.0,1.0,1048576.0,3.0,0.47303576399999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,77.0,16777216.0,1.0,1048576.0,4.0,0.2704442
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,79.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,79.0,16777216.0,1.0,1048576.0,3.0,0.47646138299999996
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,79.0,16777216.0,1.0,1048576.0,4.0,0.27296020000000004
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,81.0,16777216.0,1.0,1048576.0,1.0,0.405
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,81.0,16777216.0,1.0,1048576.0,3.0,0.7823182409999999
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,81.0,16777216.0,1.0,1048576.0,4.0,0.27068559999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,83.0,16777216.0,1.0,1048576.0,1.0,0.4
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,83.0,16777216.0,1.0,1048576.0,3.0,0.472685621
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,83.0,16777216.0,1.0,1048576.0,4.0,0.2715552
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,85.0,16777216.0,1.0,1048576.0,3.0,2.36344
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,87.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,87.0,16777216.0,1.0,1048576.0,3.0,0.472139431
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,87.0,16777216.0,1.0,1048576.0,4.0,0.26972379999999996
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,89.0,16777216.0,1.0,1048576.0,1.0,0.405
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,89.0,16777216.0,1.0,1048576.0,3.0,0.7452842409999999
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,89.0,16777216.0,1.0,1048576.0,4.0,0.2729994
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,91.0,16777216.0,1.0,1048576.0,1.0,0.40299999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,91.0,16777216.0,1.0,1048576.0,3.0,0.476821812
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,91.0,16777216.0,1.0,1048576.0,4.0,0.2687564
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,93.0,16777216.0,1.0,1048576.0,1.0,0.405
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,93.0,16777216.0,1.0,1048576.0,3.0,0.473227812
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,93.0,16777216.0,1.0,1048576.0,4.0,0.2711402
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,95.0,16777216.0,1.0,1048576.0,1.0,0.401
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,95.0,16777216.0,1.0,1048576.0,3.0,0.47496781200000004
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,95.0,16777216.0,1.0,1048576.0,4.0,0.2715028
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,99.0,16777216.0,1.0,1048576.0,1.0,0.39799999999999996
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,99.0,16777216.0,1.0,1048576.0,3.0,0.47980386
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,99.0,16777216.0,1.0,1048576.0,4.0,0.27303679999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,101.0,16777216.0,1.0,1048576.0,1.0,0.40299999999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,101.0,16777216.0,1.0,1048576.0,3.0,0.46681947799999995
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,101.0,16777216.0,1.0,1048576.0,4.0,0.2717128
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,103.0,16777216.0,1.0,1048576.0,1.0,0.406
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,103.0,16777216.0,1.0,1048576.0,3.0,0.518663812
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,103.0,16777216.0,1.0,1048576.0,4.0,0.27259859999999997
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,105.0,16777216.0,1.0,1048576.0,1.0,0.4
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,105.0,16777216.0,1.0,1048576.0,3.0,0.7513236209999999
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,105.0,16777216.0,1.0,1048576.0,4.0,0.2855888
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,107.0,16777216.0,1.0,1048576.0,1.0,0.402
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,107.0,16777216.0,1.0,1048576.0,3.0,0.465649669
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,107.0,16777216.0,1.0,1048576.0,4.0,0.2705804
0.0957,7.0,1.0,1.0,0.013219999999999999,0.9990000000000001,0.9990000000000001,423625371.0,3.6,0.0,good,109.0,16777216.0,1.0,1048576.0,1.0,0.402
